UID,Symbol,Name,Half-lives in LB,Half-lives in M9
B0436,tig,tig trigger factor; a molecular chaperone involved in cell division ,3.5,2.3
B0437,clpP,"clpP ATP-dependent proteolytic subunit of clpA-clpP serine protease, heat shock protein F21.5 ",5.4,2.5
B0438,clpX,"clpX ATP-dependent specificity component of clpP serine protease, chaperone ",2.8,2.1
B0439,lon,"lon DNA-binding, ATP-dependent protease La; heat shock K-protein ",4.2,3.4
B0440,hupB,"hupB DNA-binding protein HU-beta, NS1 (HU-1) ",,
B0441,ybaU,ybaU putative protease maturation protein ,4.5,
B0442,ybaV,"ybaV orf, hypothetical protein ",,5.9
B0443,ybaW,"ybaW orf, hypothetical protein ",,7.2
B0444,ybaX,"ybaX orf, hypothetical protein ",,4.2
B0445,ybaE,"ybaE orf, hypothetical protein ",,5.4
B0446,cof,"cof orf, hypothetical protein ",,
B0447,ybaO,ybaO putative LRP-like transcriptional regulator ,,4.1
B0448,mdlA,mdlA ATP-binding component of a transport system ,6.2,7.3
B0449,mdlB,mdlB putative ATP-binding component of a transport system ,3.3,9.3
B0450,glnK,glnK nitrogen regulatory protein P-II 2 ,,5.1
B0452,tesB,tesB acyl-CoA thioesterase II ,,3.6
B0453,ybaY,ybaY glycoprotein/polysaccharide metabolism ,,3.7
B0454,ybaZ,"ybaZ orf, hypothetical protein ",,4.5
B0456,ybaA,"ybaA orf, hypothetical protein ",7.8,8.4
B0457,ylaB,"ylaB orf, hypothetical protein ",,5
B0458,ylaC,"ylaC orf, hypothetical protein ",,6.5
B0459,ylaD,ylaD putative transferase ,6.2,5.9
B0460,hha,hha haemolysin expression modulating protein ,,4
B0461,ybaJ,"ybaJ orf, hypothetical protein ",6.7,4.2
B0462,acrB,acrB acridine efflux pump ,4.9,2.9
B0463,acrA,acrA acridine efflux pump ,4,2.2
B0464,acrR,acrR acrAB operon repressor ,5.9,6.2
B0466,ybaM,"ybaM orf, hypothetical protein ",4.4,5.1
B0467,priC,priC primosomal replication protein N'' ,9.7,6.5
B0468,ybaN,ybaN putative gene 58 ,8.7,3.8
B0469,apt,apt adenine phosphoribosyltransferase ,2.4,3.4
B0470,dnaX,"dnaX DNA polymerase III, tau and gamma subunits; DNA elongation factor III ",3.4,2.5
B0471,ybaB,"ybaB orf, hypothetical protein ",3.6,3.5
B0472,recR,recR recombination and repair ,6,4.1
B0473,htpG,"htpG chaperone Hsp90, heat shock protein C 62.5 ",4.6,2.9
B0474,adk,adk adenylate kinase activity; pleiotropic effects on glycerol-3-phosphate acyltransferase activity ,5.2,3.5
B0475,hemH,hemH ferrochelatase: final enzyme of heme biosynthesis ,3.7,4.8
B0476,ybaC,ybaC putative lipase (EC 3.1.1.-) ,,4.8
B0477,gsk,gsk inosine-guanosine kinase ,3.9,5.2
B0478,ybaL,ybaL putative transport protein ,9.4,4.5
B0479,fsr,fsr fosmidomycin resistance protein ,6.4,5.4
B0480,ushA,ushA UDP-sugar hydrolase (5'-nucleotidase) ,8.5,2.9
B0481,ybaK,"ybaK orf, hypothetical protein ",,8.1
B0482,ybaP,ybaP putative ligase ,,6.6
B0483,ybaQ,"ybaQ orf, hypothetical protein ",,3.2
B0484,ybaR,ybaR putative ATPase ,,5.4
B0485,ybaS,ybaS putative glutaminase ,9.7,
B0486,ybaT,ybaT putative amino acid/amine transport protein ,,2.7
B0487,ybbI,ybbI putative transcriptional regulator ,6.8,3
B0488,ybbJ,"ybbJ orf, hypothetical protein ",,3
B0489,ybbK,ybbK putative protease ,3.4,8.2
B0490,ybbL,ybbL putative ATP-binding component of a transport system ,5.7,3.7
B0491,ybbM,ybbM putative metal resistance protein ,,6.6
B0492,ybbN,ybbN putative thioredoxin-like protein ,,4.1
B0493,ybbO,ybbO putative oxidoreductase ,5.7,4.5
B0494,tesA,tesA acyl-CoA thioesterase I; also functions as protease I ,,3.7
B0495,ybbA,ybbA putative ATP-binding component of a transport system ,,9.2
B0496,ybbP,ybbP putative oxidoreductase ,,5.2
B0498,ybbC,"ybbC orf, hypothetical protein ",,5.2
B0499,B0499,"B0499 orf, hypothetical protein ",,4.6
B0500,ybbD,"ybbD orf, hypothetical protein ",,6.7
B0501,B0501,"B0501 orf, hypothetical protein ",,4.2
B0502,B0502,"B0502 orf, hypothetical protein ",,5.2
B0503,ybbB,ybbB putative capsule anchoring protein ,,7.9
B0504,ybbS,ybbS putative transcriptional regulator LYSR-type ,,
B0505,ybbT,"ybbT orf, hypothetical protein ",7.4,5.1
B0506,ybbU,ybbU putative regulator ,4.3,4.2
B0507,gcl,gcl glyoxylate carboligase ,,5.7
B0508,gip,gip glyoxylate-induced protein ,,7.8
B0509,ybbQ,ybbQ putative oxidoreductase ,3.7,6.9
B0510,ybbV,"ybbV orf, hypothetical protein ",5.9,5.4
B0511,ybbW,ybbW putative transport protein ,,6.5
B0512,ybbX,ybbX putative hydrolase ,6,6.3
B0513,ybbY,ybbY putative transport ,,8.4
B0514,ybbZ,"ybbZ orf, hypothetical protein ",,5.7
B0515,ylbA,"ylbA orf, hypothetical protein ",6.4,7.8
B0516,ylbB,ylbB putative hydantoin utilization protein ,6.3,5
B0517,ylbC,ylbC putative malate dehydrogenase (EC 1.1.1.37) ,,6.5
B0518,fdrA,fdrA involved in protein transport; multicopy suppressor of dominant negative ftsH mutants ,,6.6
B0519,ylbE,"ylbE orf, hypothetical protein ",,9.8
B0520,ylbF,ylbF putative carboxylase ,6.2,5.4
B0521,arcC,arcC putative carbamate kinase (EC 2.7.2.2) ,12.4,5.1
B0522,purK,"purK phosphoribosylaminoimidazole carboxylase = AIR carboxylase, CO(2)-fixing subunit ",,2.1
B0523,purE,"purE phosphoribosylaminoimidazole carboxylase = AIR carboxylase, catalytic subunit ",4.6,2.9
B0524,ybbF,"ybbF orf, hypothetical protein ",2.9,4
B0525,ppiB,ppiB peptidyl-prolyl cis-trans isomerase B (rotamase B) ,2.9,3
B0526,cysS,cysS cysteine tRNA synthetase ,3.2,3.9
B0527,ybcI,"ybcI orf, hypothetical protein ",6.8,6.1
B0528,ybcJ,"ybcJ orf, hypothetical protein ",5.4,7
B0529,folD,"folD 5,10-methylene-tetrahydrofolate dehydrogenase; 5,10-methylene-tetrahydrofolate cyclohydrolase ",2.1,3.2
B0530,sfmA,sfmA putative fimbrial-like protein ,9.1,6.2
B0531,sfmC,sfmC putative chaperone ,,7
B0532,sfmD,"sfmD putative outer membrane protein, export function ",6.3,11.4
B0533,sfmH,sfmH involved in fimbrial asembly ,,5.2
B0534,sfmF,sfmF putative fimbrial-like protein ,7.3,7
B0535,fimZ,fimZ fimbrial Z protein; probable signal transducer ,,8.2
B0537,intD,intD prophage DLP12 integrase ,,6.1
B0538,B0538,B0538 putative sensory transduction regulator ,,5.5
B0539,B0539,B0539 putative exonuclease (EC 3.1.11.3) similar to lambda ,,7.6
B0540,B0540,"B0540 orf, hypothetical protein ",,8
B0541,tra5_2,tra5_2 IS3 putative transposase ,,6.1
B0542,B0542,"B0542 orf, hypothetical protein ",,4
B0543,emrE,emrE methylviologen resistance ,,4.1
B0544,ybcK,"ybcK orf, hypothetical protein ",,5.8
B0545,ybcL,"ybcL orf, hypothetical protein ",,5.7
B0546,ybcM,ybcM putative ARAC-type regulatory protein ,,4.1
B0547,ybcN,"ybcN orf, hypothetical protein ",,5.1
B0548,ninE,ninE similar to phage 82 and lambda proteins ,14.2,4.8
B0549,ybcO,"ybcO orf, hypothetical protein ",,6.5
B0550,rus,rus endodeoxyribonuclease RUS (Holliday junction resolvase) ,9.6,5.4
B0551,ybcQ,"ybcQ orf, hypothetical protein ",5.6,6.5
B0552,trs5_2,trs5_2 IS5 transposase ,,11.7
B0553,nmpC,nmpC outer membrane porin protein; locus of qsr prophage ,,4.9
B0554,ybcR,"ybcR orf, hypothetical protein ",,6.2
B0555,ybcS,ybcS Bacteriophage lambda lysozyme homolog ,,7.4
B0556,ybcT,ybcT Bacteriophage lambda endopeptidase homolog ,,5.2
B0557,ybcU,ybcU Bacteriophage lambda Bor protein homolog ,4.4,5.9
B0558,ybcV,ybcV putative an envelop protein ,8.2,7.3
B0559,ybcW,"ybcW orf, hypothetical protein ",,4.8
B0560,nohB,nohB Bacteriophage DNA packaging protein ,6.2,9.2
B0561,ybcX,"ybcX orf, hypothetical protein ",,6.5
B0562,ybcY,"ybcY orf, hypothetical protein ",,7.6
B0563,ylcE,"ylcE orf, hypothetical protein ",,4.2
B0564,appY,appY regulatory protein affecting appA and other genes ,,
B0565,ompT,"ompT outer membrane protein 3b (a), protease VII ",4.9,4.2
B0566,envY,envY envelope protein; thermoregulation of porin biosynthesis ,,7.9
B0567,ybcH,"ybcH orf, hypothetical protein ",7.9,3.5
B0568,nfrA,"nfrA bacteriophage N4 receptor, outer membrane protein ",4.7,
B0569,nfrB,"nfrB bacteriophage N4 receptor, outer membrane protein ",,8.5
B0570,ybcZ,ybcZ putative 2-component sensor protein ,8.6,4.1
B0571,ylcA,ylcA putative 2-component transcriptional regulator ,,5.7
B0572,ylcB,ylcB putative resistance protein ,,5.9
B0573,ylcC,"ylcC orf, hypothetical protein ",,5.8
B0574,ylcD,ylcD putative resistance protein ,4.7,7.7
B0575,ybdE,ybdE putative inner membrane component for iron transport ,,8.1
B0576,pheP,pheP phenylalanine-specific transport system ,4.6,
B0577,ybdG,ybdG putative transport ,,6.9
B0578,nfnB,nfnB oxygen-insensitive NAD(P)H nitroreductase ,10.6,4.5
B0579,ybdF,"ybdF orf, hypothetical protein ",,5.5
B0580,ybdJ,"ybdJ orf, hypothetical protein ",,4.7
B0581,ybdK,"ybdK orf, hypothetical protein ",6.3,4.4
B0582,yi81_2,yi81_2 IS186 hypothetical protein ,2.5,3.2
B0583,entD,"entD enterochelin synthetase, component D ",,2.8
B0584,fepA,fepA outer membrane receptor for ferric enterobactin (enterochelin) and colicins B and D ,,1.8
B0585,fes,fes enterochelin esterase ,,
B0586,entF,entF ATP-dependent serine activating enzyme (may be part of enterobactin synthase as component F) ,,1.9
B0587,fepE,fepE ferric enterobactin (enterochelin) transport ,,5.1
B0588,fepC,fepC ATP-binding component of ferric enterobactin transport ,,3.6
B0589,fepG,fepG ferric enterobactin transport protein ,,6
B0590,fepD,fepD ferric enterobactin (enterochelin) transport ,,
B0591,ybdA,ybdA putative transport ,,5.7
B0592,fepB,fepB ferric enterobactin (enterochelin) binding protein; periplasmic component ,,2.8
B0593,entC,"entC isochorismate hydroxymutase 2, enterochelin biosynthesis ",7.4,2.3
B0594,entE,"entE 2,3-dihydroxybenzoate-AMP ligase ",5.8,2.3
B0595,entB,"entB 2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase ",6.5,2.7
B0596,entA,"entA 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase, enterochelin biosynthesis ",9.3,2.8
B0597,ybdB,"ybdB orf, hypothetical protein ",,3.8
B0598,cstA,cstA carbon starvation protein ,3.1,4.6
B0599,ybdH,ybdH putative oxidoreductase ,5.5,5
B0600,ybdL,ybdL putative aminotransferase ,,4
B0601,ybdM,"ybdM orf, hypothetical protein ",5.6,6.5
B0602,ybdN,"ybdN orf, hypothetical protein ",,6.2
B0603,ybdO,ybdO putative transcriptional regulator LYSR-type ,6.7,
B0604,dsbG,dsbG thiol:disulfide interchange protein ,5,4.2
B0605,ahpC,"ahpC alkyl hydroperoxide reductase, C22 subunit; detoxification of hydroperoxides ",18.4,18.1
B0606,ahpF,"ahpF alkyl hydroperoxide reductase, F52a subunit; detoxification of hydroperoxides ",2,2.5
B0607,ybdQ,"ybdQ orf, hypothetical protein ",,7.9
B0608,ybdR,ybdR putative oxidoreductase ,4.4,7.1
B0609,B0609,"B0609 orf, hypothetical protein ",,4.4
B0610,rnk,rnk regulator of nucleoside diphosphate kinase ,,3.6
B0611,rna,"rna RNase I, cleaves phosphodiester bond between any two nucleotides ",4.6,5.4
B0612,ybdS,ybdS putative a membrane protein ,,4.1
B0613,citG,"citG orf, hypothetical protein ",3.5,8.2
B0614,ybdU,"ybdU orf, hypothetical protein ",5.5,7.1
B0615,citF,citF citrate lyase alpha chain ,,5.3
B0616,citE,citE citrate lyase beta chain (acyl lyase subunit) ,,7.6
B0617,citD,citD citrate lyase acyl carrier protein (gamma chain) ,,5.7
B0618,citC,citC citrate lyase synthetase (citrate (pro-3S)-lyase ligase ,,7
B0619,citA,citA putative sensor-type protein ,,5.6
B0620,citB,citB sequence similarity to Shigella regulator ,,5.3
B0621,dcuC,dcuC transport of dicarboxylates ,,6.8
B0622,crcA,"crcA orf, hypothetical protein ",,8.5
B0623,cspE,cspE cold shock protein ,5.8,5.6
B0624,crcB,"crcB orf, hypothetical protein ",,2.6
B0625,ybeH,"ybeH orf, hypothetical protein ",,3.8
B0626,ybeM,ybeM putative amidase ,7.3,10
B0627,ybeC,"ybeC orf, hypothetical protein ",,6.2
B0628,lipA,"lipA lipoate synthesis, sulfur insertion? ",4.6,5.8
B0629,ybeF,ybeF putative transcriptional regulator LYSR-type ,,9
B0630,lipB,lipB protein of lipoate biosynthesis ,,4.3
B0631,ybeD,"ybeD orf, hypothetical protein ",,3.5
B0632,dacA,"dacA D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5 ",1.6,3.3
B0633,rlpA,rlpA a minor lipoprotein ,,2.9
B0634,mrdB,mrdB rod shape-determining membrane protein; sensitivity to radiation and drugs ,2.7,4.9
B0635,mrdA,"mrdA cell elongation, e phase; peptidoglycan synthetase; penicillin-binding protein 2 ",2.3,4.7
B0636,ybeA,"ybeA orf, hypothetical protein ",3.2,4.2
B0637,ybeB,"ybeB orf, hypothetical protein ",,2.7
B0638,phpB,"phpB homolog of Salmonella cobC, a phosphohistidine protein ",3.2,3.7
B0639,ybeN,"ybeN orf, hypothetical protein ",3.3,2.4
B0640,holA,"holA DNA polymerase III, delta subunit ",3.2,2.5
B0641,rlpB,rlpB a minor lipoprotein ,2,2.6
B0642,leuS,leuS leucine tRNA synthetase ,2.2,2.1
B0643,ybeL,ybeL putative alpha helical protein ,6.4,3.7
B0644,ybeQ,"ybeQ orf, hypothetical protein ",,6.9
B0645,ybeR,"ybeR orf, hypothetical protein ",,
B0646,ybeS,ybeS putative enzyme of polynucleotide modification ,,8.7
B0648,ybeU,ybeU putative tRNA ligase ,,7.7
B0649,ybeV,"ybeV orf, hypothetical protein ",,10.1
B0650,ybeW,ybeW putative dnaK protein ,14.7,7
B0651,ybeK,ybeK putative tRNA synthetase ,7.3,4.4
B0652,gltL,gltL ATP-binding protein of glutamate/aspartate transport system ,2.8,7.8
B0653,gltK,gltK glutamate/aspartate transport system permease ,2.9,6.1
B0654,gltJ,gltJ glutamate/aspartate transport system permease ,2.9,7.1
B0656,trs5_3,trs5_3 IS5 transposase ,,14.7
B0658,ybeX,ybeX putative transport protein ,2.1,2
B0659,ybeY,"ybeY orf, hypothetical protein ",3.2,4
B0661,yleA,"yleA orf, hypothetical protein ",4.8,5.6
B0662,yleB,"yleB orf, hypothetical protein ",6.1,4.7
B0663,B0663,B0663 putative RNA ,,6.3
B0667,B0667,B0667 putative RNA ,,2.3
B0669,B0669,B0669 putative RNA ,,5.2
B0671,B0671,B0671 putative RNA ,,4.2
B0674,asnB,asnB asparagine synthetase B ,6.1,3.2
B0675,nagD,nagD N-acetylglucosamine metabolism ,4.2,3.9
B0676,nagC,nagC transcriptional repressor of nag (N-acetylglucosamine) operon ,3.6,2.4
B0677,nagA,nagA N-acetylglucosamine-6-phosphate deacetylase ,3,6.2
B0678,nagB,nagB glucosamine-6-phosphate deaminase ,3.6,10.3
B0679,nagE,"nagE PTS system, N-acetylglucosamine-specific enzyme IIABC ",4.8,9.2
B0680,glnS,glnS glutamine tRNA synthetase ,,2.4
B0681,ybfM,"ybfM orf, hypothetical protein ",,
B0682,ybfN,"ybfN orf, hypothetical protein ",5.4,4.9
B0683,fur,fur negative regulator ,2.4,2.4
B0684,fldA,fldA flavodoxin 1 ,2.8,2.7
B0685,ybfE,"ybfE orf, hypothetical protein ",8.9,4.4
B0686,ybfF,"ybfF orf, hypothetical protein ",,3
B0687,seqA,seqA negative modulator of initiation of replication ,5.5,2.5
B0688,pgm,pgm phosphoglucomutase ,,5
B0689,ybfP,ybfP putative pectinase ,5.6,6
B0690,ybfG,"ybfG orf, hypothetical protein ",,4.4
B0691,ybfH,"ybfH orf, hypothetical protein ",,6.1
B0692,potE,potE putrescine transport protein ,,5.5
B0693,speF,"speF ornithine decarboxylase isozyme, inducible ",,7.9
B0694,kdpE,kdpE regulator of kdp operon (transcriptional effector) ,3.4,6.8
B0695,kdpD,kdpD sensor for high-affinity potassium transport system ,,6
B0696,kdpC,kdpC high-affinity potassium transport system ,,10.2
B0697,kdpB,"kdpB ATPase of high-affinity potassium transport system, B chain ",,7.6
B0698,kdpA,"kdpA ATPase of high-affinity potassium transport system, A chain ",,9
B0699,ybfA,"ybfA orf, hypothetical protein ",,6.4
B0701,B0701,B0701 protein in rhs element ,5.6,6.2
B0702,ybfB,"ybfB orf, hypothetical protein ",,8.3
B0703,B0703,"B0703 orf, hypothetical protein ",4.1,6
B0704,ybfC,"ybfC orf, hypothetical protein ",4.6,6.3
B0705,ybfL,ybfL putative receptor protein ,,7.5
B0706,ybfD,ybfD putative DNA ligase ,,5.3
B0707,ybgA,"ybgA orf, hypothetical protein ",,3.8
B0708,phrB,phrB deoxyribodipyrimidine photolyase (photoreactivation) ,,5
B0709,ybgH,ybgH putative transport protein ,,14.1
B0710,ybgI,"ybgI orf, hypothetical protein ",,3.5
B0711,ybgJ,ybgJ putative carboxylase ,,3.7
B0712,ybgK,ybgK putative carboxylase ,,3
B0713,ybgL,ybgL putative lactam utilization protein ,3.4,4.8
B0714,nei,nei endonuclease VIII and DNA N-glycosylase with an AP lyase activity ,,3.6
B0715,abrB,abrB putative transport protein ,10,6.2
B0716,ybgO,"ybgO orf, hypothetical protein ",,6.9
B0717,ybgP,ybgP putative chaperone ,7.5,6.5
B0718,ybgQ,ybgQ putative outer membrane protein ,4.8,8.2
B0719,ybgD,ybgD putative fimbrial-like protein ,,6.8
B0720,gltA,gltA citrate synthase ,4.2,2.3
B0721,sdhC,"sdhC succinate dehydrogenase, cytochrome b556 ",3.4,5.8
B0722,sdhD,"sdhD succinate dehydrogenase, hydrophobic subunit ",2.4,6.1
B0723,sdhA,"sdhA succinate dehydrogenase, flavoprotein subunit ",2.1,4.7
B0724,sdhB,"sdhB succinate dehydrogenase, iron sulfur protein ",2.7,4.8
B0725,B0725,"B0725 orf, hypothetical protein ",6.7,6.4
B0726,sucA,sucA 2-oxoglutarate dehydrogenase (decarboxylase component) ,3.8,
B0727,sucB,sucB 2-oxoglutarate dehydrogenase (dihydrolipoyltranssuccinase E2 component) ,,17.5
B0728,sucC,"sucC succinyl-CoA synthetase, beta subunit ",,
B0729,sucD,"sucD succinyl-CoA synthetase, alpha subunit ",,
B0730,farR,farR transcriptional regulator of succinylCoA synthetase operon ,,4.1
B0731,hrsA,"hrsA protein modification enzyme, induction of ompC ",,11.3
B0732,ybgG,ybgG putative sugar hydrolase ,,8.8
B0733,cydA,"cydA cytochrome d terminal oxidase, polypeptide subunit I ",,3.7
B0734,cydB,cydB cytochrome d terminal oxidase polypeptide subunit II ,,3.9
B0735,ybgE,"ybgE orf, hypothetical protein ",,7.3
B0736,ybgC,"ybgC orf, hypothetical protein ",2.9,2.5
B0737,tolQ,"tolQ inner membrane protein, membrane-spanning, maintains integrity of cell envelope; tolerance to group A colicins ",6.7,4.1
B0738,tolR,"tolR putative inner membrane protein, involved in the tonB-independent uptake of group A colicins ",,4.5
B0739,tolA,"tolA membrane spanning protein, required for outer membrane integrity ",2.8,2.9
B0740,tolB,tolB periplasmic protein involved in the tonb-independent uptake of group A colicins ,3.3,4.4
B0741,pal,pal peptidoglycan-associated lipoprotein ,,6.1
B0742,ybgF,"ybgF orf, hypothetical protein ",2.8,3.1
B0750,nadA,"nadA quinolinate synthetase, A protein ",,3.3
B0751,pnuC,pnuC required for NMN transport ,5.7,3
B0752,ybgR,ybgR putative transport system permease protein ,,3.2
B0753,B0753,B0753 putative homeobox protein ,,11
B0754,aroG,"aroG 3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, phenylalanine repressible) ",,2.6
B0755,gpmA,gpmA phosphoglyceromutase 1 ,,2.9
B0756,galM,galM galactose-1-epimerase (mutarotase) ,2.7,2.4
B0757,galK,galK galactokinase ,6.7,4.7
B0758,galT,galT galactose-1-phosphate uridylyltransferase ,3.8,4.6
B0759,galE,galE UDP-galactose-4-epimerase ,5.2,4.5
B0760,modF,modF ATP-binding component of molybdate transport system ,6.2,3
B0761,modE,modE molybdate uptake regulatory protein ,4.4,6
B0763,modA,modA molybdate-binding periplasmic protein; permease ,4.2,6.9
B0764,modB,modB molybdate transport permease protein ,,9.4
B0765,modC,modC ATP-binding component of molybdate transport ,6.2,7.5
B0766,ybhA,ybhA putative phosphatase ,4.2,6.5
B0767,ybhE,ybhE putative isomerase ,11,5.4
B0768,ybhD,ybhD putative transcriptional regulator LYSR-type ,,10.1
B0769,ybhH,"ybhH orf, hypothetical protein ",,5.8
B0772,ybhC,ybhC putative pectinesterase ,2.5,6.4
B0773,ybhB,"ybhB orf, hypothetical protein ",3.7,5.4
B0774,BioA,"BioA 7,8-diaminopelargonic acid synthetase ",,2.2
B0775,BioB,"BioB biotin synthesis, sulfur insertion? ",,2.7
B0776,BioF,BioF 8-amino-7-oxononanoate synthase ,,2.7
B0777,BioC,BioC Biotin biosynthesis; reaction prior to pimeloyl CoA ,,2.1
B0778,BioD,BioD dethiobiotin synthetase ,,2.2
B0779,uvrB,uvrB DNA repair; excision nuclease subunit B ,3.3,
B0780,ybhK,ybhK putative structural protein ,,
B0781,moaA,"moaA molybdopterin biosynthesis, protein A ",4.9,3.2
B0782,moaB,"moaB molybdopterin biosynthesis, protein B ",5.3,2.2
B0783,moaC,"moaC molybdopterin biosynthesis, protein C ",,2.4
B0784,moaD,moaD molybdopterin biosynthesis ,,3.6
B0785,moaE,"moaE molybdopterin converting factor, subunit 2 ",3.7,2.4
B0786,ybhL,"ybhL orf, hypothetical protein ",6.1,5
B0787,ybhM,"ybhM orf, hypothetical protein ",,
B0788,ybhN,"ybhN orf, hypothetical protein ",5.4,5.5
B0789,ybhO,ybhO putative synthetase ,,6.1
B0790,ybhP,"ybhP orf, hypothetical protein ",,5.3
B0791,ybhQ,"ybhQ orf, hypothetical protein ",4.6,4.9
B0792,ybhR,"ybhR orf, hypothetical protein ",,3.5
B0793,ybhS,"ybhS orf, hypothetical protein ",,4.3
B0794,ybhF,ybhF putative ATP-binding component of a transport system ,,4.9
B0795,B0795,B0795 putative membrane protein ,10.4,6.7
B0796,ybiH,ybiH putative transcriptional regulator ,4.2,5.8
B0797,rhlE,rhlE putative ATP-dependent RNA helicase ,2.7,4.7
B0798,ybiA,"ybiA orf, hypothetical protein ",4,6.4
B0799,dinG,dinG probably ATP-dependent helicase ,,5.3
B0801,ybiC,ybiC putative dehydrogenase ,,3.8
B0802,ybiJ,"ybiJ orf, hypothetical protein ",4,3.8
B0803,ybiI,"ybiI orf, hypothetical protein ",,3
B0805,B0805,B0805 putative outer membrane receptor for iron transport ,,7
B0806,ybiM,"ybiM orf, hypothetical protein ",7.4,8.4
B0807,ybiN,"ybiN orf, hypothetical protein ",7.2,6.3
B0808,ybiO,ybiO putative transport protein ,,
B0809,glnQ,glnQ ATP-binding component of glutamine high-affinity transport system ,4,5.4
B0810,glnP,glnP glutamine high-affinity transport system; membrane component ,5.6,4.4
B0811,glnH,glnH periplasmic glutamine-binding protein; permease ,,5.7
