30S ribosomal subunit protein S17	EG10916-MONOMER					(rpsQ)	(EG10916)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S18	EG10917-MONOMER					(rpsR)	(EG10917)	((ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S19	EG10918-MONOMER					(rpsS)	(EG10918)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S2	EG10901-MONOMER					(rpsB)	(EG10901)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S20	EG10919-MONOMER					(rpsT)	(EG10919)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S21	EG10920-MONOMER					(rpsU)	(EG10920)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S22	EG11508-MONOMER					(sra)	(EG11508)	((ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S3	EG10902-MONOMER					(rpsC)	(EG10902)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S4	EG10903-MONOMER					(rpsD)	(EG10903)	((ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S5	EG10904-MONOMER					(rpsE)	(EG10904)	((ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S6	EG10905-MONOMER					(rpsF)	(EG10905)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S7	EG10906-MONOMER					(rpsG)	(EG10906)	((membrane, CCO-MEMBRANE))
30S ribosomal subunit protein S8	EG10907-MONOMER					(rpsH)	(EG10907)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
30S ribosomal subunit protein S9	EG10908-MONOMER					(rpsI)	(EG10908)	((ribosome, CCO-RIBOSOME))
30S ribosome binding factor	EG11178-MONOMER					(rbfA)	(EG11178)	((cytosol, CCO-CYTOSOL))
3R-3-hydroxybutanoyl-ACP	MONOMER-4603	(apo-[acyl carrier protein])	(EG50003-MONOMER)			(acpP)	(EG50003)	
4-acetamido-4,6-dideoxy-D-galactose transferase	G7800-MONOMER					(rffT)	(G7800)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
4-amino-4-deoxy-L-arabinose (L-Ara4N) transferase	G7170-MONOMER					(arnT)	(G7170)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
4-amino-4-deoxychorismate synthase	PABASYN-CPLX							
4-aminobutyrate aminotransferase	G6646-MONOMER					(puuE)	(G6646)	((cytosol, CCO-CYTOSOL))
4-aminobutyrate aminotransferase monomer	GABATRANSAM-MONOMER					(gabT)	(EG10361)	
4-aminobutyrate transaminase	GABATRANSAM-CPLX							
4-aminobutyrate:H<sup>+</sup> symporter	GABP-MONOMER					(gabP)	(EG11330)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
4-diphosphocytidyl-2-C-methylerythritol kinase	CPLX0-3841							
4-diphosphocytidyl-2C-methyl-D-erythritol synthase	CPLX0-234							
4-diphosphocytidyl-2C-methyl-D-erythritol synthetase monomer	G7423-MONOMER					(ispD)	(G7423)	((cytosol, CCO-CYTOSOL))
4-hydroxy-2-ketovalerate aldolase	MHPELY-MONOMER					(mhpE)	(G6205)	
4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent	CPLX0-7847							
4-hydroxy-tetrahydrodipicolinate reductase	DIHYDROPICRED-CPLX							
4-hydroxy-tetrahydrodipicolinate synthase	DIHYDRODIPICSYN-CPLX							
4-hydroxybenzoate octaprenyltransferase	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER					(ubiA)	(EG11370)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
5-formyltetrahydrofolate cyclo-ligase	EG11158-MONOMER					(fau)	(EG11158)	
5-hydroxy-CTP diphosphatase	G6954-MONOMER					(nudG)	(G6954)	
5-keto-D-gluconate 5-reductase	GLUCONREDUCT-MONOMER					(idnO)	(G7892)	((cytosol, CCO-CYTOSOL))
5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	EG10725-MONOMER					(phnP)	(EG10725)	
5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	CPLX0-7936							
5,10-methylenetetrahydrofolate reductase	METHYLENETHFREDUCT-CPLX							
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	CPLX0-1541							
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase monomer	EG11090-MONOMER					(mtn)	(EG11090)	
5'-nucleotidase / UDP-sugar hydrolase	USHA-MONOMER					(ushA)	(EG11060)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
50S ribosomal protein complex L8	CPLX0-3956							
50S ribosomal subunit	CPLX0-3962							
50S ribosomal subunit protein L1	EG10864-MONOMER					(rplA)	(EG10864)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L10	EG10871-MONOMER					(rplJ)	(EG10871)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L11	EG10872-MONOMER					(rplK)	(EG10872)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L12	EG10873-MONOMER			(50S ribosomal subunit protein L7)	(MONOMER0-2811)	(rplL)	(EG10873)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L13	EG10874-MONOMER					(rplM)	(EG10874)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L14	EG10875-MONOMER					(rplN)	(EG10875)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L15	EG10876-MONOMER					(rplO)	(EG10876)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L16	EG10877-MONOMER					(rplP)	(EG10877)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L17	EG10878-MONOMER					(rplQ)	(EG10878)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L18	EG10879-MONOMER					(rplR)	(EG10879)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L19	EG10880-MONOMER					(rplS)	(EG10880)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L2	EG10865-MONOMER					(rplB)	(EG10865)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L20	EG10881-MONOMER					(rplT)	(EG10881)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L21	EG50001-MONOMER					(rplU)	(EG50001)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L22	EG10882-MONOMER					(rplV)	(EG10882)	((ribosome, CCO-RIBOSOME) (cytosol, CCO-CYTOSOL))
50S ribosomal subunit protein L23	EG10883-MONOMER					(rplW)	(EG10883)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L24	EG10884-MONOMER					(rplX)	(EG10884)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L25	EG10885-MONOMER					(rplY)	(EG10885)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L27	EG50002-MONOMER					(rpmA)	(EG50002)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L28	EG10886-MONOMER					(rpmB)	(EG10886)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L29	EG10887-MONOMER					(rpmC)	(EG10887)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L3	EG10866-MONOMER					(rplC)	(EG10866)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L30	EG10888-MONOMER					(rpmD)	(EG10888)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L31	EG10889-MONOMER					(rpmE)	(EG10889)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L32	EG10890-MONOMER					(rpmF)	(EG10890)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L33	EG10891-MONOMER					(rpmG)	(EG10891)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L34	EG10892-MONOMER					(rpmH)	(EG10892)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L35	EG11231-MONOMER					(rpmI)	(EG11231)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L36	EG11232-MONOMER					(rpmJ)	(EG11232)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L4	EG10867-MONOMER					(rplD)	(EG10867)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L5	EG10868-MONOMER					(rplE)	(EG10868)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L6	EG10869-MONOMER					(rplF)	(EG10869)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit protein L7	MONOMER0-2811	(50S ribosomal subunit protein L12)	(EG10873-MONOMER)			(rplL)	(EG10873)	
50S ribosomal subunit protein L7/L12 dimer	CPLX0-3955							
50S ribosomal subunit protein L9	EG10870-MONOMER					(rplI)	(EG10870)	((ribosome, CCO-RIBOSOME))
50S ribosomal subunit stability factor	G7319-MONOMER					(der)	(G7319)	((cytosol, CCO-CYTOSOL))
50S ribosomal subunit-binding toxin of a predicted toxin-antitoxin pair	G7358-MONOMER					(ratA)	(G7358)	
6-carboxy-5,6,7,8-tetrahydropterin synthase	G7431-MONOMER					(queD)	(G7431)	
6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	H2PTERIDINEPYROPHOSPHOKIN-MONOMER					(folK)	(EG11374)	
6-phospho-&beta;-glucosidase A	G495-MONOMER					(bglA)	(G495)	
6-phospho-&beta;-glucosidase B; cryptic	EG10114-MONOMER					(bglB)	(EG10114)	
6-phospho-&beta;-glucosidase; cryptic	EG10085-MONOMER					(ascB)	(EG10085)	
6-phosphofructokinase I	6PFK-1-CPX							
6-phosphofructokinase II	6PFK-2-CPX							
6-phosphofructokinase-1 monomer	6PFK-1-MONOMER					(pfkA)	(EG10699)	((cytosol, CCO-CYTOSOL))
6-phosphofructokinase-2 monomer	6PFK-2-MONOMER					(pfkB)	(EG10700)	((cytosol, CCO-CYTOSOL))
6-phosphogluconate dehydrogenase (decarboxylating)	6PGLUCONDEHYDROG-CPLX							
6-phosphogluconate phosphatase	EG11725-MONOMER					(yieH)	(EG11725)	
6-phosphogluconolactonase	6PGLUCONOLACT-MONOMER					(pgl)	(G6397)	
6,7-dimethyl-8-ribityllumazine synthase	LUMAZINESYN-CPLX							
7-&alpha;-hydroxysteroid dehydrogenase	7-ALPHA-HYDROXYSTEROID-DEH-CPLX							
7-cyano-7-deazaguanine reductase	G7452-MONOMER					(queF)	(G7452)	((cytosol, CCO-CYTOSOL))
7-cyano-7-deazaguanine reductase	CPLX0-3501							
7-cyano-7-deazaguanine synthase	G6245-MONOMER					(queC)	(G6245)	
7,8-diaminopelargonic acid synthase	DAPASYN-CPLX							
8-amino-7-oxononanoate synthase	7KAPSYN-CPLX							
8-amino-7-oxononanoate synthase monomer	7KAPSYN-MONOMER					(bioF)	(EG10121)	
8-oxo-dGTP diphosphatase	EG10626-MONOMER					(mutT)	(EG10626)	((cytosol, CCO-CYTOSOL))
a phosphoprotein	A-PHOSPHOPROTEIN	(Protein)	(Protein)					
AccC	BIOTIN-CARBOXYL-MONOMER					(accC)	(EG10276)	((cytosol, CCO-CYTOSOL))
accessory protein for nickel incorporation into hydrogenase 3	EG10483-MONOMER					(hypA)	(EG10483)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
accessory protein for nickel incorporation into hydrogenase isoenzymes	EG10484-MONOMER					(hypB)	(EG10484)	
AceF	E2P-MONOMER			(AceF-dihydrolipoate AceF-S-acetyldihydrolipoate AceF-lipoate)	(ACEF-DIHYDROLIPOATE ACEF-S-ACETYLDIHYDROLIPOATE ACEF-LIPOATE)	(aceF)	(EG10025)	((cytosol, CCO-CYTOSOL))
AceF-dihydrolipoate	ACEF-DIHYDROLIPOATE	(AceF)	(E2P-MONOMER)					
AceF-lipoate	ACEF-LIPOATE	(AceF)	(E2P-MONOMER)			(aceF)	(EG10025)	
AceF-S-acetyldihydrolipoate	ACEF-S-ACETYLDIHYDROLIPOATE	(AceF)	(E2P-MONOMER)			(aceF)	(EG10025)	
AceK	ICITDEHASE-KIN-PHOSPHA					(aceK)	(EG10026)	((cytosol, CCO-CYTOSOL))
acetaldehyde dehydrogenase	CPLX0-3482							
acetaldehyde dehydrogenase 2	MHPF-MONOMER					(mhpF)	(M014)	((cytosol, CCO-CYTOSOL))
acetate / glycolate transporter	CPLX0-7955							
acetate CoA-transferase	ACECOATRANS-MONOMER							
acetate kinase	ACETATEKINA-MONOMER					(ackA)	(EG10027)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
acetoacetyl-CoA transferase	ACETOACETYL-COA-TRANSFER-CPLX							
acetohydroxy acid isomeroreductase	CPLX0-7643							((cytosol, CCO-CYTOSOL))
acetohydroxybutanoate synthase / acetolactate synthase	ACETOLACTSYNI-CPLX							
acetohydroxybutanoate synthase / acetolactate synthase	ACETOLACTSYNII-CPLX							
acetoin synthesis / pyruvate oxidase	PYRUVOXID-CPLX							
acetolactate synthase / acetohydroxybutanoate synthase	ACETOLACTSYNIII-CPLX							
acetolactate synthase II, large subunit, C-ter fragment (pseudogene)	LARGEILVG-MONOMER					(ilvG_2)	(EG10498)	
acetolactate synthase II, large subunit, N-ter fragment (pseudogene)	G8221-MONOMER					(ilvG_1)	(G8221)	
acetyl esterase	EG11101-MONOMER					(aes)	(EG11101)	((cytosol, CCO-CYTOSOL))
acetyl-CoA acetyltransferase	ACETYL-COA-ACETYLTRANSFER-CPLX							
acetyl-CoA carboxylase	ACETYL-COA-CARBOXYLMULTI-CPLX							
acetyl-CoA carboxyltransferase	ACETYL-COA-CARBOXYLTRANSFER-CPLX							
acetyl-CoA carboxyltransferase, &alpha; subunit	CARBOXYL-TRANSFERASE-ALPHA-MONOMER					(accA)	(EG11647)	((cytosol, CCO-CYTOSOL))
acetyl-CoA carboxyltransferase, &beta; subunit	CARBOXYL-TRANSFERASE-BETA-MONOMER					(accD)	(EG10217)	((cytosol, CCO-CYTOSOL))
acetyl-CoA synthetase (AMP-forming)	ACS-MONOMER					(acs)	(EG11448)	
acetyl-CoA:acetoacetyl-CoA transferase, &alpha; subunit	ATOD-MONOMER					(atoD)	(EG11669)	
acetyl-CoA:acetoacetyl-CoA transferase, &beta; subunit	ATOA-MONOMER					(atoA)	(EG11670)	
acetylglutamate kinase	ACETYLGLUTKIN-CPLX							
acetylglutamate kinase monomer	ACETYLGLUTKIN-MONOMER					(argB)	(EG10064)	((cytosol, CCO-CYTOSOL))
acetylornithine deacetylase	ACETYLORNDEACET-CPLX							
acid phosphatase	CPLX-722							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acid phosphatase/phosphotransferase	APHA-CPLX							
acid phosphatase/phosphotransferase monomer	APHA-MONOMER					(aphA)	(EG11934)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acid resistance protein	G6791-MONOMER					(ydeP)	(G6791)	((membrane, CCO-MEMBRANE))
acid shock protein	G6855-MONOMER					(asr)	(G6855)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acid stress chaperone	EG11399-MONOMER					(hdeB)	(EG11399)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acid-resistance membrane protein	EG11495-MONOMER					(hdeD)	(EG11495)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
acid-resistance protein, possible chaperone	EG11398-MONOMER					(hdeA)	(EG11398)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acidic protein that suppresses mutants lacking function of protein export	EG11338-MONOMER					(msyB)	(EG11338)	
aconitate hydratase 1	ACONITASE-MONOMER					(acnA)	(EG11325)	((cytosol, CCO-CYTOSOL))
aconitate hydratase 1	CPLX0-7760							
AcpS	HOLO-ACP-SYNTH-MONOMER					(acpS)	(EG10247)	((cytosol, CCO-CYTOSOL))
AcrA membrane fusion protein	EG11703-MONOMER					(acrA)	(EG11703)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AcrAB-TolC multidrug efflux transport system	TRANS-CPLX-201							
AcrAD-TolC multidrug efflux transport system	CPLX0-3932							
AcrAD-TolC multidrug efflux transport system - permease subunit	ACRD-MONOMER					(acrD)	(EG10014)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AcrB RND-type permease	ACRB-MONOMER					(acrB)	(EG11704)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AcrEF-TolC multidrug efflux transport system	CPLX0-2141							
AcrEF-TolC multidrug efflux transport system - membrane fusion protein	EG10266-MONOMER					(acrE)	(EG10266)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AcrEF-TolC multidrug efflux transport system - permease subunit	ACRF-MONOMER					(acrF)	(EG10267)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AcrR DNA-binding transcriptional repressor	EG12116-MONOMER					(acrR)	(EG12116)	((cytosol, CCO-CYTOSOL))
AcrR-ethidium	CPLX0-8055							
actin family protein	EG12200-MONOMER					(yegD)	(EG12200)	
activator of formate-dependent nitrite reductase complex	EG11949-MONOMER					(nrfF)	(EG11949)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ActP	YJCG-MONOMER					(actP)	(EG11942)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
acts in reduction of ferrioxamine B iron	G7949-MONOMER					(fhuF)	(G7949)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
acyl carrier protein phosphodiesterase	EG11095-MONOMER					(acpH)	(EG11095)	
acyl-CoA dehydrogenase	ACYLCOADEHYDROG-MONOMER					(fadE)	(G6105)	
acyl-CoA thioesterase	EG11121-MONOMER					(yciA)	(EG11121)	
acylphosphatase	G6502-MONOMER					(yccX)	(G6502)	
Ada DNA-binding transcriptional dual regulator	PD00230					(ada)	(EG10029)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
adenine glycosylase; G.C --> T.A transversions	EG10627-MONOMER					(mutY)	(EG10627)	((cytosol, CCO-CYTOSOL))
adenine phosphoribosyltransferase	ADENPRIBOSYLTRAN-MONOMER					(apt)	(EG10051)	((cytosol, CCO-CYTOSOL))
adenine phosphoribosyltransferase	ADENPRIBOSYLTRAN-CPLX							
adenine:H<sup>+</sup> symporter	EG11724-MONOMER					(purP)	(EG11724)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
adenosine deaminase	ADENODEAMIN-MONOMER					(add)	(EG10030)	((cytosol, CCO-CYTOSOL))
adenosine-3'(2'),5'-bisphosphate nucleotidase	EG10043-MONOMER					(cysQ)	(EG10043)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
adenosylmethionine decarboxylase	SAMDECARB-CPLX							
adenosylmethionine decarboxylase, proenzyme	SPED-MONOMER			(&alpha; cleavage product of SpeD &beta; cleavage product of SpeD)	(SAMDC-ALPHA-MONOMER SAMDC-BETA-MONOMER)	(speD)	(EG10962)	
adenosylmethionine-8-amino-7-oxononanoate aminotransferase monomer	DAPASYN-MONOMER					(bioA)	(EG10117)	((cytosol, CCO-CYTOSOL))
adenylate cyclase	ADENYLATECYC-MONOMER					(cyaA)	(EG10170)	((cytosol, CCO-CYTOSOL))
adenylate kinase	ADENYL-KIN-MONOMER					(adk)	(EG10032)	((cytosol, CCO-CYTOSOL))
adenylosuccinate lyase	ASL-MONOMER					(purB)	(EG11314)	((cytosol, CCO-CYTOSOL))
adenylosuccinate lyase	CPLX0-7959							
adenylosuccinate synthetase	ADENYLOSUCCINATE-SYN-DIMER							
adenylyl-[glutamine synthetase]	ADENYLYL-GS	(GlnA)	(GLUTAMINESYN-MONOMER)			(glnA)	(EG10383)	
adenylylsulfate kinase	ADENYLYLSULFKIN-CPLX							
AdhE	ADHE-MONOMER					(adhE)	(EG10031)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
adhesin	G7064-MONOMER					(yeeJ)	(G7064)	
adhesin	EG12850-MONOMER					(yfaL)	(EG12850)	((membrane, CCO-MEMBRANE))
adhesin-like autotransporter	G7382-MONOMER					(ypjA)	(G7382)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Adi	ARGDECARBOXDEG-MONOMER					(adiA)	(EG11501)	((cytosol, CCO-CYTOSOL))
AdiC	YJDE-MONOMER					(adiC)	(EG12462)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AdiC arginine:agmatine antiporter	CPLX0-7535							
AdiY DNA-binding transcriptional activator	EG11966-MONOMER					(adiY)	(EG11966)	
ADP- sugar pyrophosphatase	EG12633-MONOMER					(nudF)	(EG12633)	((cytosol, CCO-CYTOSOL))
ADP-heptose:LPS heptosyltransferase I	EG11189-MONOMER					(waaC)	(EG11189)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ADP-heptose:LPS heptosyltransferase II	EG12210-MONOMER					(waaF)	(EG12210)	
ADP-L-glycero-D-mannoheptose-6-epimerase	EG10838-MONOMER					(rfaD)	(EG10838)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
ADP-L-glycero-D-mannoheptose-6-epimerase	CPLX0-3681							
ADP-sugar pyrophosphatase	CPLX0-3721							
ADP-sugar pyrophosphorylase	CPLX0-1221							
aerobic fatty acid oxidation complex	FAO-CPLX							
aerotaxis sensor receptor, flavoprotein	G7595-MONOMER					(aer)	(G7595)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
affects formate dehydrogenase-N	EG11859-MONOMER					(fdhD)	(EG11859)	((cytosol, CCO-CYTOSOL))
AfuB	G6137-MONOMER					(afuB)	(G6137)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AgaB	AGAB-MONOMER					(agaB)	(EG12769)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
AgaC	AGAC-MONOMER					(agaC)	(EG12770)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AgaD	AGAD-MONOMER					(agaD)	(G7635)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AgaR DNA-binding transcriptional repressor	G7630-MONOMER					(agaR)	(G7630)	
AgaX	AGAX-MONOMER					(yadI)	(EG12322)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
agmatinase	AGMATIN-CPLX							
Agp	GLUCOSE-1-PHOSPHAT-MONOMER					(agp)	(EG10033)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
AhpF component	EG11385-MONOMER					(ahpF)	(EG11385)	((cytosol, CCO-CYTOSOL))
AI-2 ABC transporter - ATP binding subunit	YDEX-MONOMER					(lsrA)	(G6800)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
AICAR transformylase / IMP cyclohydrolase	AICARTRANSIMPCYCLO-CPLX					(purH)	(EG10795)	((cytosol, CCO-CYTOSOL))
AidB	EG11811-MONOMER					(aidB)	(EG11811)	((cytosol, CCO-CYTOSOL))
alanine racemase 1, PLP-binding, biosynthetic	ALARACEBIOSYN-MONOMER					(alr)	(EG10001)	
alanine racemase 2, PLP-binding	CPLX0-7465							
alanyl-tRNA synthetase	ALAS-MONOMER					(alaS)	(EG10034)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
alanyl-tRNA synthetase and DNA-binding transcriptional repressor	ALAS-CPLX							
AlaS-L-alanine	CPLX0-7541							
AldA	LACTALDDEHYDROG-MONOMER					(aldA)	(EG10035)	
AldB	ALDDEHYDROGB-MONOMER					(aldB)	(EG12292)	
aldehyde dehydrogenase	SUCCGLUALDDEHYD-MONOMER					(astD)	(G6942)	
aldehyde dehydrogenase	CPLX0-7805							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aldehyde dehydrogenase A, NAD-linked	ALD-CPLX							
aldehyde dehydrogenase, FAD-binding subunit	G6156-MONOMER					(paoB)	(G6156)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aldehyde dehydrogenase, Fe-S subunit	G6157-MONOMER					(paoA)	(G6157)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aldehyde dehydrogenase: molybdenum cofactor-binding subunit	G6155-MONOMER					(paoC)	(G6155)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aldehyde reductase, NADPH-dependent	EG11436-MONOMER					(ahr)	(EG11436)	
aldehyde reductase, NADPH-dependent	G6190-MONOMER					(yahK)	(G6190)	
aldose sugar dehydrogenase	G6437-MONOMER					(yliI)	(G6437)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aliphatic sulfonate ABC transporter	ABC-56-CPLX							((membrane, CCO-MEMBRANE))
aliphatic sulfonate ABC transporter - ATP binding subunit	YCBE-MONOMER					(ssuB)	(EG12358)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
aliphatic sulfonate ABC transporter - membrane subunit	YCBM-MONOMER					(ssuC)	(G6476)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
aliphatic sulfonate ABC transporter - periplasmic binding protein	G6478-MONOMER					(ssuA)	(G6478)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (membrane, CCO-MEMBRANE))
alkaline phosphatase	ALKAPHOSPHA-CPLX							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
alkaline phosphatase isozyme conversion protein	EG10488-MONOMER					(iap)	(EG10488)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
alkanesulfonate monooxygenase	MONOMER-162					(ssuD)	(G6477)	
alkanesulfonate monooxygenase, FMNH<sub>2</sub>-dependent	CPLX0-225							
AlkB repair system for alkylated DNA and RNA	EG10037-MONOMER					(alkB)	(EG10037)	((cytosol, CCO-CYTOSOL))
alkyl hydroperoxide reductase, AhpC component	EG11384-MONOMER					(ahpC)	(EG11384)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
alkylhydroperoxide reductase	CPLX0-245							
allantoate amidohydrolase	CPLX-7524							
allantoate amidohydrolase monomer	G6285-MONOMER					(allC)	(G6285)	
