L-methionine / D-methionine ABC transporter - membrane subunit	METI-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
MenE	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	
predicted protein	G7238-MONOMER	
NADH:ubiquinone oxidoreductase, membrane subunit K	NUOK-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
MoaB subunit	MONOMER0-1501	
chaperone protein DnaJ	EG10240-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
DLP12 prophage; predicted protein	G6317-MONOMER	
deoxyribose-phosphate aldolase	DEOXYRIBOSE-P-ALD-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
TorC trimethylamine N-oxide reductase, cytochrome c-type subunit	EG11815-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
trigger factor; a molecular chaperone involved in cell division	EG11003-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
IS186/IS421 transposase	G6083-MONOMER	
OmpW, outer membrane protein	EG11124-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
tRNA-dihydrouridine synthase C	EG12022-MONOMER	
outer membrane protease VII (outer membrane protein 3b)	EG10673-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
curli transport specificity factor	G6545-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
predicted DNA-binding transcriptional regulator LYSR-type	G6332-MONOMER	
pyruvate oxidase monomer	PYRUVOXID-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
SoxR DNA-binding transcriptional dual regulator	PD04132	((cytosol, CCO-CYTOSOL))
rseB	G7348-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved protein	G7015-MONOMER	
AcrB RND-type permease	ACRB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Kbl	AKBLIG-MONOMER	((cytosol, CCO-CYTOSOL))
transcriptional dual regulator HU-&beta;, NS1 (HU-1)	EG10467-MONOMER	((cytosol, CCO-CYTOSOL))
e14 prophage; predicted protein	G6587-MONOMER	
lysyl tRNA synthetase (LysRSs), constitutive	LYSS-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
conserved protein	EG11579-MONOMER	
predicted aldose-1-epimerase	EG11844-MONOMER	
SerA	PGLYCDEHYDROG-MONOMER	((cytosol, CCO-CYTOSOL))
tartronate semialdehyde reductase	TSA-REDUCT-MONOMER	
predicted pilin chaperone	G7638-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	EG10725-MONOMER	
adenosine-3'(2'),5'-bisphosphate nucleotidase	EG10043-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted 4Fe-4S ferredoxin-type protein	G6899-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
MoaD-S	MONOMER0-4125	
AcrR DNA-binding transcriptional repressor	EG12116-MONOMER	((cytosol, CCO-CYTOSOL))
predicted oxidoreductase	G7312-MONOMER	
guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase [multifunctional]	SPOT-MONOMER	((cytosol, CCO-CYTOSOL))
probable 9-<i>O</i>-acetyl-<i>N</i>-acetylneuraminate esterase	G7919-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted leader peptide	MONOMER0-4201	
purine nucleoside phosphorylase	DEOD-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
fructoselysine 3-epimerase	G7724-MONOMER	
DNA-dependent ATPase I and helicase II	EG11064-MONOMER	((cytosol, CCO-CYTOSOL))
ATP synthase F<sub>1</sub> complex - delta subunit	ATPH-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DNA ligase	EG11334-MONOMER	
predicted truncated N-acetylgalactosamine-6-phosphate deacetylase	AGAA-MONOMER	
predicted protein	G6703-MONOMER	
lauroyl acyltransferase	LAUROYLACYLTRAN-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted DNA-binding transcriptional regulator	EG11711-MONOMER	
KpLE2 phage-like element; predicted dehydratase	G7910-MONOMER	
predicted mutase	G7732-MONOMER	((cytosol, CCO-CYTOSOL))
predicted 6-phosphogluconolactonase	EG11728-MONOMER	
sulfur transfer protein	EG12876-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11192-MONOMER	
coproporphyrinogen III oxidase	COPROGENOXI-MONOMER	((cytosol, CCO-CYTOSOL))
GabD	SUCCSEMIALDDEHYDROG-MONOMER	((cytosol, CCO-CYTOSOL))
e14 prophage; predicted DNA-binding transcriptional regulator	G6590-MONOMER	
CPS-53 (KpLE1) prophage; predicted methyltransferase	G7225-MONOMER	
UidR DNA-binding transcriptional repressor	G6867-MONOMER	((cytosol, CCO-CYTOSOL))
CP4-57 prophage; conserved protein	G7373-MONOMER	
IS2 element transposase InsAB'	MONOMER0-4257	
Tdh	THREODEHYD-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	G6614-MONOMER	
predicted protein	G7050-MONOMER	
lysogenization regulator	EG11345-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted maturation peptidase for hydrogenase 2	EG11802-MONOMER	
heat shock protein, integral membrane protein	EG10462-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glutaminase	G6810-MONOMER	
conserved protein	EG12263-MONOMER	
outer membrane lipoprotein	G6881-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
dipeptidyl carboxypeptidase II	EG10212-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
NADP-dependent aldehyde reductase	G7564-MONOMER	
N-acetylmuramoyl-L-alanine amidase 2	NACMURLALAAMI2-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
MoaC monomer	EG11666-MONOMER	((cytosol, CCO-CYTOSOL))
KpLE2 phage-like element; IS1 repressor protein InsA	G7908-MONOMER	
TolQ	EG11010-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted lipopolysaccharide biosynthesis protein	EG11985-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted enzyme	G7527-MONOMER	
LexA	PD00205	((cytosol, CCO-CYTOSOL))
KpLE2 phage-like element; partial transposase	G7906-MONOMER	
predicted autotransporter outer membrane protein	EG12051-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
zinc, cadmium and lead efflux system	YHHO-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CPZ-55 prophage; predicted protein	G7278-MONOMER	
anthranilate synthase component I	ANTHRANSYNCOMPI-MONOMER	
stress-induced protein	EG11533-MONOMER	
predicted membrane fusion protein	G6412-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
protein component of the signal recognition particle (SRP)	EG10300-MONOMER	((cytosol, CCO-CYTOSOL))
L-ascorbate PTS permease - UlaB subunit	YJFT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
predicted assembly protein AsmA	EG11361-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
flagellar biosynthesis; flagellin, filament structural protein	EG10321-MONOMER	((cell projection, CCO-CELL-PROJECTION) (extracellular space, CCO-EXTRACELLULAR))
flagellar hook-length control protein FliK	G379-MONOMER	((cell projection, CCO-CELL-PROJECTION))
quorum sensing transcriptional regulator of LYSR-type	G7688-MONOMER	
5'-nucleotidase / UDP-sugar hydrolase	USHA-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
acid shock protein	G6855-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
adhesin	G7064-MONOMER	
fructose-1,6-bisphosphatase monomer	F16B-MONOMER	((cytosol, CCO-CYTOSOL))
essential cell division protein FtsW; lipid II flippase	EG10344-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
6-phospho-&beta;-glucosidase; cryptic	EG10085-MONOMER	
predicted protein	G7468-MONOMER	((membrane, CCO-MEMBRANE))
IlvY DNA-binding transcriptional dual regulator	PD00200	((cytosol, CCO-CYTOSOL))
2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	MHPCHYDROL-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	MONOMER0-2726	
conserved protein	EG12110-MONOMER	
predicted membrane-bound redox modulator that is induced by high pH	G7607-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
peptidyl-tRNA hydrolase	EG10785-MONOMER	((cytosol, CCO-CYTOSOL))
conserved inner membrane protein	G6405-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
2-dehydro-3-deoxygalactonate kinase	DEHYDDEOXGALACTKIN-MONOMER	
nucleoside triphosphate pyrophosphohydrolase	EG10572-MONOMER	
ferric dicitrate ABC transporter - membrane subunit	FECC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted inner membrane protein	G7873-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
REP-associated tyrosine transposase	G6112-MONOMER	
predicted inner membrane protein	EG11123-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	G6508-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein with nucleoside triphosphate hydrolase domain	G7550-MONOMER	
predicted protein	G7473-MONOMER	
predicted inner membrane protein	G6102-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
xanthine dehydrogenase, Fe-S subunit	G7487-MONOMER	
conserved protein	G6966-MONOMER	
Rnt	EG11547-MONOMER	
16S rRNA m<sup>3</sup>U1498 methyltransferase monomer	EG12366-MONOMER	((cytosol, CCO-CYTOSOL))
predicted cytochrome	G6898-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
NanA	ACNEULY-MONOMER	((cytosol, CCO-CYTOSOL))
IlvA	THREDEHYDSYN-MONOMER	
PdhR DNA-binding transcriptional dual regulator	EG11088-MONOMER	((cytosol, CCO-CYTOSOL))
N-acetylmuramyl-L-alanine amidase	G7458-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
MetA	HOMSUCTRAN-MONOMER	((cytosol, CCO-CYTOSOL))
glycine decarboxylase	GCVP-MONOMER	((cytosol, CCO-CYTOSOL))
lipoate synthase monomer	EG11306-MONOMER	((cytosol, CCO-CYTOSOL))
predicted acyltransferase	G7040-MONOMER	
predicted inner membrane protein	EG11851-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric citrate outer membrane porin FecA	EG10286-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
taurine ABC transporter - periplasmic binding protein	TAUA-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
protein involved in detoxification of methylglyoxal	EG11310-MONOMER	
YqjI DNA-binding transcriptional repressor	G7594-MONOMER	
predicted fimbrial-like adhesin protein	G6794-MONOMER	((pilus, CCO-PILUS))
adhesin	EG12850-MONOMER	((membrane, CCO-MEMBRANE))
PabA	PABASYN-COMPII-MONOMER	
predicted protein	G7861-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
Rac prophage; small protein	G6679-MONOMER	
cell division protein FtsE	FTSE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
conserved inner membrane protein	EG12291-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DNA strand exchange and recombination protein with protease and nuclease activity	EG10823-MONOMER	((cytosol, CCO-CYTOSOL))
restriction of methylated adenine	EG10612-MONOMER	((cytosol, CCO-CYTOSOL))
prophage excisionase and response regulator inhibitor	MONOMER0-1641	
Rac prophage; predicted integrase	G6676-MONOMER	
conserved protein, involved in DNA damage response	G7317-MONOMER	
HcaT MFS transporter	HCAT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
succinyl-CoA synthetase, &alpha; subunit	SUCCCOASYN-ALPHA	((cytosol, CCO-CYTOSOL))
YgjI APC transporter	YGJI-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-cysteine desulfurase	G6906-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein	EG12226-MONOMER	
cell division protein DamX	EG11183-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ThDP adenylyl transferase	MONOMER0-2838	
FMN phosphatase	EG11202-MONOMER	
conserved protein	G7735-MONOMER	
30S ribosomal subunit protein S15	EG10914-MONOMER	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG	UBIX-MONOMER	
UDP-N-acetylmuramate-alanine ligase	UDP-NACMUR-ALA-LIG-MONOMER	((cytosol, CCO-CYTOSOL))
SerC	PSERTRANSAM-MONOMER	((cytosol, CCO-CYTOSOL))
protein involved in threonylcarbamoyladenosine biosynthesis	EG11757-MONOMER	
RmlB	DTDPGLUCDEHYDRAT-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11386-MONOMER	
predicted membrane protein	G7694-MONOMER	((membrane, CCO-MEMBRANE))
predicted fimbrial-like adhesin protein	EG12363-MONOMER	((pilus, CCO-PILUS))
BglF	BGLF-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
50S ribosomal subunit protein L7	MONOMER0-2811	
branched chain amino acid transporter - membrane subunit	LIVM-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
<i>S</i>-ureidoglycine aminohydrolase	G6284-MONOMER	
protein involved in nickel incorporation into hydrogenase 1 proteins	EG10473-MONOMER	
AcrEF-TolC multidrug efflux transport system - membrane fusion protein	EG10266-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YpdB phosphorylated DNA binding transcriptional activator	MONOMER0-4288	((cytosol, CCO-CYTOSOL))
member of SoxR-reducing complex	G6872-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
NADH:quinone oxidoreductase, FMN-dependent	G6731-MONOMER	
Cdd	CYTIDEAM-MONOMER	((cytosol, CCO-CYTOSOL))
malonyl-[acp] methyltransferase	EG10119-MONOMER	
small membrane protein	MONOMER0-2879	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
but-2-enoyl-ACP	BUT-2-ENOYL-ACP	
conserved protein	EG11874-MONOMER	
heme O synthase	HEMEOSYN-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative membrane subunit	UGPA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted protein	G6586-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
regulator of acid resistance, influenced by indole	G6606-MONOMER	
hydrogenase 4, component E	MONOMER0-142	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
glyoxylate reductase / hydroxypyruvate reductase	G6539-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	G7834-MONOMER	
endonuclease III; specific for apurinic and/or apyrimidinic sites	EG10662-MONOMER	((cytosol, CCO-CYTOSOL))
arabinose ABC transporter - periplasmic binding protein	ARAF-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
RNase R	EG11259-MONOMER	((cytosol, CCO-CYTOSOL))
formate-dependent nitrite reductase, 4Fe-4S subunit	NRFC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DegP	EG10463-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
conserved protein	EG11713-MONOMER	
predicted protein	MONOMER0-2672	
YcjN	YCJN-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted protein	G7483-MONOMER	
SgrR DNA-binding transcriptional dual regulator	EG12094-MONOMER	
ribosome maturation protein	EG11179-MONOMER	((cytosol, CCO-CYTOSOL))
predicted class I aldolase	G6804-MONOMER	((cytosol, CCO-CYTOSOL))
6-phospho-&beta;-glucosidase A	G495-MONOMER	
e14 prophage; predicted SAM-dependent methyltransferase	G6582-MONOMER	
small protein	MONOMER0-2878	
conserved protein	G6289-MONOMER	
UbiG	DHHB-METHYLTRANSFER-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
InsAB' transposase	MONOMER0-2757	
pyridine nucleotide transhydrogenase, &alpha; subunit	PNTA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
methyltransferase for 50S ribosomal subunit protein L11	EG11497-MONOMER	((cytosol, CCO-CYTOSOL))
predicted protein, N-ter fragment	MONOMER0-2776	
23S rRNA m<sup>1</sup>G745 methyltransferase	EG12207-MONOMER	((cytosol, CCO-CYTOSOL))
GlpD	AERGLYC3PDEHYDROG-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
predicted carbamate kinase	EG12384-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	G6460-MONOMER	
RNase PH monomer	EG10863-MONOMER	
predicted protein	EG12610-MONOMER	
predicted transposase	EG11748-MONOMER	
<i>S</i>-ribosylhomocysteine lyase	EG12712-MONOMER	
hypoxanthine-guanine phosphoribosyltransferase	HYPOXANPRIBOSYLTRAN-MONOMER	((cytosol, CCO-CYTOSOL))
LdcC	LDC2-MONOMER	((cytosol, CCO-CYTOSOL))
cell division inhibitor, nucleoid occlusion	EG11191-MONOMER	((bacterial nucleoid, CCO-BAC-NUCLEOID) (cytosol, CCO-CYTOSOL))
multidrug efflux transporter MdfA	CMR-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
chaperone, protecting proteins in response to oxidative stress	HMP-KIN-MONOMER	
RNase P protein component; processes tRNA, 4.5S RNA	EG10862-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
MdtABC-TolC multidrug efflux transport system - putative membrane fusion protein	MDTA	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted hydrolase	G6663-MONOMER	
CP4-57 prophage; RNase LS	G7365-MONOMER	
xanthine dehydrogenase subunit	G7485-MONOMER	
Qin prophage; predicted protein	EG11302-MONOMER	
glutamate synthase, small subunit	GLUSYNSMALL-MONOMER	
predicted protein	G7851-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
hypothetical protein	MONOMER0-2812	((membrane, CCO-MEMBRANE))
dTDP-fucosamine acetyltransferase	TDPFUCACTRANS-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted oxidoreductase, NADH-binding	G6653-MONOMER	
RNase I, cleaves phosphodiester bond between any two nucleotides	EG10856-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
3-deoxy-D-<i>manno</i>-octulosonate cytidylyltransferase	CPM-KDOSYNTH-MONOMER	((cytosol, CCO-CYTOSOL))
outer membrane lipoprotein - activator of PBP1B activity	G6565-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	EG11323-MONOMER	
<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	G6669-MONOMER	((cytosol, CCO-CYTOSOL))
L-2-hydroxyglutarate oxidase	EG12387-MONOMER	((cytosol, CCO-CYTOSOL))
K<sup>+</sup> transporter TrkH	TRKH-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	EG11154-MONOMER	
periplasmic chaperone	EG10455-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
5-hydroxy-CTP diphosphatase	G6954-MONOMER	
NADH:ubiquinone oxidoreductase, membrane subunit A	NUOA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
cytochrome <i>bd</i>-I terminal oxidase subunit II	CYDB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
FNR	PD00197	((cytosol, CCO-CYTOSOL))
conserved protein	G7675-MONOMER	
flagellar cap protein FliD; filament capping protein; enables filament assembly	EG10841-MONOMER	((extracellular space, CCO-EXTRACELLULAR))
conserved protein	G6948-MONOMER	
predicted protein	EG11777-MONOMER	
essential respiratory protein A	EG12332-MONOMER	
ethanolamine ammonia-lyase, &beta; subunit	EUTC-MONOMER	
IlvC	KETOLREDUCTOISOM-MONOMER	((cytosol, CCO-CYTOSOL))
molybdate ABC transporter - ATP binding subunit	MODC-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative transcriptional regulator	G7488-MONOMER	
predicted protein	G7001-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
cell division inhibitor of the MinC-MinD-MinE and DicB-MinC systems that regulate septum placement	EG10596-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
