# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:54:24
"id"	"common_name"	"genes"	"left_end_pos"	"right_end_pos"	"direction"
"TU0-13081"	"ycaD"	["EG11242"]	945871	947019	"+"
"TU0-13082"	"ycaM"	["G6466"]	947229	948659	"+"
"TU0-13083"	"pflA"	["EG10028"]	950301	951154	"-"
"TU0-13084"	"ycaO"	["G6468"]	954872	956632	"-"
"TU0-13085"	"ycaP"	["G6469"]	956762	957454	"+"
"TU0-13086"	"ycaL"	["G6470"]	960264	961028	"+"
"TU0-13087"	"ycaI-msbA-lpxK-ycaQ"	["G6471", "EG11409", "EG10613", "EG12375"]	964320	970621	"+"
"TU0-13088"	"ycaR-kdsB"	["EG10519", "G6472"]	970642	971598	"+"
"TU0-13089"	"ycbJ"	["G6473"]	971672	972645	"+"
"TU0-13090"	"ldtD"	["EG11253"]	980931	982894	"+"
"TU0-13091"	"mepK-gloC"	["G6475", "G6474"]	983023	984297	"+"
"TU0-13093"	"asnS"	["EG10094"]	987392	989044	"-"
"TU0-13094"	"elfA"	["G6480"]	997868	998407	"+"
"TU0-13095"	"elfDCG-ycbUVF"	["EG12397", "G6485", "G6484", "G6483", "G6482", "G6481"]	998490	1004657	"+"
"TU0-13096"	"zapC"	["G6486"]	1005952	1006494	"+"
"TU0-13098"	"ycbZ"	["G6493"]	1016539	1018299	"-"
"TU0-13099"	"yccFS"	["G6496", "G6495"]	1021730	1024365	"-"
"TU0-13100"	"mgsA"	["G6497"]	1026557	1027041	"-"
"TU0-13101"	"yccT"	["G6498"]	1027111	1027837	"-"
"TU0-13102"	"hspQ"	["G6500"]	1028404	1028751	"-"
"TU0-13103"	"rlmI"	["G6501"]	1028779	1029969	"-"
"TU0-13104"	"tusE"	["EG12876"]	1030339	1030668	"-"
"TU0-13105"	"yccA"	["EG11113"]	1030701	1031443	"-"
"TU0-13106"	"gfcE-etp-etk"	["G6504", "G6503", "EG11826"]	1042030	1045803	"-"
"TU0-13107"	"gfcBCD"	["G6507", "G6506", "G6505"]	1045849	1049332	"-"
"TU0-13108"	"gfcA"	["G6508"]	1049439	1050702	"-"
"TU0-13109"	"insA4AB4B4"	["G6509", "G0-10430", "G0-10536"]	1049833	1050530	"+"
"TU0-13110"	"ymcE-gnsA"	["G0-9662", "G6512"]	1051847	1052240	"+"
"TU0-13111"	"yccM"	["G6513"]	1052289	1053362	"-"
"TU0-13112"	"torS"	["G6514"]	1053434	1056178	"-"
"TU0-13113"	"yccE"	["EG12196"]	1064006	1065292	"+"
"TU0-13114"	"wrbA-yccJ"	["EG11540", "EG12703"]	1066864	1067758	"-"
"TU0-13115"	"efeU"	["G6525"]	1081252	1082185	"+"
"TU0-13116"	"efeOB"	["EG11735", "G6527"]	1082243	1084647	"+"
"TU0-13117"	"insE4F4EF4"	["G6534", "G6533", "G0-10531"]	1094275	1095437	"-"
"TU0-13118"	"ymdE-ycdU"	["G6536", "G6535"]	1095544	1096829	"+"
"TU0-13119"	"ghrA"	["G6539"]	1097886	1098824	"+"
"TU0-13120"	"ycdXY"	["G6541", "G6540"]	1098879	1100194	"+"
"TU0-13121"	"ycdZ"	["G6542"]	1100252	1100787	"+"
"TU0-13122"	"ymdA"	["G6549"]	1105201	1105725	"+"
"TU0-13123"	"ymdB-clsC"	["G6551", "G6550"]	1105803	1107776	"+"
"TU0-13124"	"yceK"	["EG12689"]	1113579	1113806	"+"
"TU0-13125"	"mdtG"	["EG11343"]	1114264	1115490	"-"
"TU0-13126"	"yceJI"	["G6554", "EG11820"]	1117901	1119071	"-"
"TU0-13127"	"solA-yceO"	["G6556", "G6555"]	1119307	1120609	"-"
"TU0-13128"	"dinI"	["G6558"]	1121242	1121509	"-"
"TU0-13129"	"yceB"	["EG11117"]	1122675	1123273	"-"
"TU0-13130"	"grxB"	["EG12688"]	1123407	1124103	"-"
"TU0-13131"	"mdtH"	["G6559"]	1124118	1125326	"-"
"TU0-13132"	"murJ"	["G6561"]	1127839	1129374	"+"
"TU0-13133"	"yceQ"	["G6563"]	1144502	1144822	"+"
"TU0-13134"	"rluC"	["EG11118"]	1144940	1145899	"+"
"TU0-13135"	"pabC-mltG-tmk-holB-ycfH"	["EG12303", "EG11500", "EG12302", "EG11494", "EG11493"]	1153300	1157574	"+"
"TU0-13136"	"hinT-ycfL-lpoB-thiK-nagZ-ycfP"	["G6568", "G6567", "G6566", "G6565", "G6564", "EG12172"]	1161885	1165685	"+"
"TU0-13137"	"ycfJ"	["EG12444"]	1167599	1168138	"+"
"TU0-13138"	"ldtC"	["G6571"]	1169412	1170417	"-"
"TU0-13140"	"ycfT"	["G6572"]	1174092	1175165	"-"
"TU0-13141"	"lolCDE"	["G6575", "G6574", "G6573"]	1175427	1178564	"+"
"TU0-13142"	"nagK-cobB"	["G6577", "G6576"]	1178593	1180359	"+"
"TU0-13143"	"ymfA-ycfZ"	["G6579", "G6578"]	1180479	1181725	"-"
"TU0-13144"	"roxA"	["EG11430"]	1187119	1188240	"-"
"TU0-13145"	"rluE-nudJ"	["G6581", "G6580"]	1193827	1194951	"-"
"TU0-13147"	"ymfED"	["G6583", "G6582"]	1196867	1198237	"-"
"TU0-13148"	"ymfH-xisE-intE"	["G6586", "G6585", "EG12370"]	1199679	1201380	"-"
"TU0-13149"	"ymfJ"	["G6588"]	1201776	1202084	"-"
"TU0-13150"	"ymfK"	["G6589"]	1202259	1202933	"-"
"TU0-13151"	"ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP"	["G6598", "EG12877", "G6597", "G6596", "G6595", "G6594", "G6593", "G6592", "G6591", "G6590"]	1203024	1208545	"+"
"TU0-13152"	"stfE-tfaE"	["G6599", "EG11120"]	1208517	1209655	"-"
"TU0-13153"	"pinE"	["EG10737"]	1209685	1210239	"+"
"TU0-13154"	"mcrA"	["EG10573"]	1210346	1211179	"+"
"TU0-13155"	"icdC"	["G0-10556"]	1211413	1211577	"+"
"TU0-13156"	"iraM"	["G6600"]	1211680	1212090	"-"
"TU0-13157"	"ycgX"	["G6601"]	1212703	1213107	"-"
"TU0-13158"	"bluR"	["G6602"]	1213328	1214113	"-"
"TU0-13160"	"ycgZ"	["G6604"]	1215789	1216025	"+"
"TU0-13161"	"ymgA-ariR"	["G6606", "G6605"]	1216068	1216635	"+"
"TU0-13162"	"ymgC"	["G6607"]	1216748	1216996	"+"
"TU0-13163"	"pdeG"	["G6608"]	1217328	1218851	"+"
"TU0-13164"	"ymgF"	["G0-10261"]	1218983	1219201	"+"
"TU0-13165"	null	["G6609"]	1219601	1222248	"+"
"TU0-13167"	"ymgGD"	["G6612", "G6611"]	1222305	1222988	"-"
"TU0-13168"	"ycgI"	["G0-10444"]	1223564	1223907	"+"
"TU0-13169"	"ycgL"	["G6616"]	1227609	1228007	"+"
"TU0-13170"	"ycgM"	["G6617"]	1228079	1228738	"+"
"TU0-13171"	"ycgN"	["G6618"]	1228815	1229276	"+"
"TU0-13172"	"dsbB"	["EG11393"]	1232500	1233030	"-"
"TU0-13173"	"nhaB"	["EG11392"]	1233176	1234717	"-"
"TU0-13174"	"cvrA"	["G6620"]	1240335	1242071	"-"
"TU0-13175"	"ldcA"	["G6621"]	1242166	1243080	"-"
"TU0-13176"	"ymgE"	["G6624"]	1244728	1244982	"+"
"TU0-13177"	"ycgY"	["G6625"]	1245160	1245600	"+"
"TU0-13178"	"ycgV"	["G6629"]	1253085	1255952	"-"
"TU0-13179"	"dauA"	["EG12392"]	1259124	1260803	"-"
"TU0-13180"	"ychS"	["G6631"]	1286709	1286984	"+"
"TU0-13181"	"rttR"	["G0-9609"]	1287066	1287236	"-"
"TU0-13182"	"purU"	["EG11819"]	1287782	1288624	"-"
"TU0-13183"	"ychJ"	["EG12119"]	1288674	1289177	"-"
"TU0-13184"	"insZ"	["G6632"]	1294426	1295322	"-"
"TU0-13185"	"ychE"	["EG11342"]	1298598	1299245	"+"
"TU0-13188"	"yciI"	["EG11607"]	1310569	1310892	"-"
"TU0-13189"	"yciA"	["EG11121"]	1311848	1312246	"-"
"TU0-13190"	"yciCB"	["EG11123", "EG11122"]	1312261	1313698	"-"
"TU0-13193"	"yciGFE"	["EG11125", "EG11126", "EG11127"]	1314668	1316092	"-"
"TU0-13194"	"yciVOQ"	["G6636", "G6635", "G6634"]	1323188	1326641	"+"
"TU0-13195"	"rluB"	["EG12433"]	1326852	1327727	"+"
"TU0-13196"	"yciK-btuR"	["EG11759", "EG10130"]	1327767	1329112	"-"
"TU0-13198"	"ymiA-yciX"	["G0-10513", "G0-10512"]	1335090	1335458	"+"
"TU0-13199"	"pgpB"	["EG10705"]	1339309	1340094	"+"
"TU0-13200"	"lapAB"	["EG12691", "G6637"]	1340135	1341727	"+"
"TU0-13203"	"yciW"	["G6640"]	1348980	1350132	"-"
"TU0-13204"	"fabI"	["EG11528"]	1350251	1351118	"-"
"TU0-13205"	"ycjD"	["G6641"]	1351407	1351760	"-"
"TU0-13206"	"sapABCDF"	["G2002", "G2001", "G2000", "EG12304", "EG12305"]	1351828	1357110	"-"
"TU0-13207"	"ymjA"	["G6642"]	1357423	1357668	"-"
"TU0-13209"	"puuAP"	["G0-16737", "G6643", "G6644"]	1357802	1360968	"-"
"TU0-13210"	"puuDRCBE"	["G6646", "EG11822", "EG10036", "EG12431", "G6645"]	1361052	1366815	"+"
"TU0-13211"	"puuCBE"	["G6646", "EG11822", "EG10036"]	1362728	1366815	"+"
"TU0-13212"	"ycjMNOPQRSTUV-ymjB-ompG"	["G6657", "G0-10445", "G6656", "G6655", "G6654", "G6653", "G6652", "G6651", "G6650", "G6649", "G6648", "G6647"]	1370216	1382852	"+"
"TU0-13213"	"ompG"	["G6657"]	1381947	1382852	"+"
"TU0-13214"	"ycjXF"	["EG12870", "G6659"]	1384117	1386572	"+"
"TU0-13215"	"ymjC-mpaA"	["G0-10446", "G6662"]	1389870	1390862	"-"
"TU0-13216"	"ycjY"	["G6663"]	1390933	1392072	"-"
"TU0-13217"	"pgrR"	["G6664"]	1391991	1392890	"+"
"TU0-13218"	"mppA"	["G6665"]	1393227	1394840	"+"
"TU0-13219"	"insH4"	["G6667"]	1396112	1397092	"+"
"TU0-13220"	"ynaJ"	["G6668"]	1397365	1397622	"+"
"TU0-13221"	"uspE"	["EG11246"]	1397672	1398659	"-"
"TU0-13222"	"abgABT-ogt"	["G6670", "G6669", "EG12853", "EG10668"]	1399721	1404565	"-"
"TU0-13223"	"zntB"	["G6674"]	1408024	1409033	"+"
"TU0-13225"	"ttcA"	["G6675"]	1411013	1411948	"-"
"TU0-13226"	"recET-ralR-rcbA-xisR-intR"	["EG10827", "EG11899", "EG11900", "EG11901", "G6677", "G6676"]	1412000	1417386	"-"
"TU0-13227"	"racC"	["EG10813"]	1417488	1417763	"-"
"TU0-13228"	"kilR-ydaE"	["EG12155", "G0-9081"]	1417838	1418229	"-"
"TU0-13229"	"ydaGF"	["G6679", "G0-10448"]	1419156	1419456	"-"
"TU0-13230"	"racR"	["G6680"]	1419765	1420241	"-"
"TU0-13231"	"ydaSTUVW-rzpR"	["G6686", "G6685", "G6684", "G6683", "G6682", "G6681"]	1420365	1423644	"+"
"TU0-13232"	"rzoR"	["G0-10449"]	1423400	1423585	"+"
"TU0-13233"	"trkG"	["EG11020"]	1423782	1425239	"+"
"TU0-13234"	"ynaK-ydaY"	["G6689", "G6688"]	1425377	1425980	"+"
"TU0-13235"	"ynaA-lomR"	["G6692", "G6691"]	1426454	1428984	"+"
"TU0-13236"	"stfR-tfaR"	["G6696", "G6695"]	1428796	1432986	"+"
"TU0-13237"	"pinR"	["G6697"]	1433084	1433674	"-"
"TU0-13238"	"ynaE"	["G6698"]	1433991	1434224	"-"
"TU0-13239"	"uspF"	["G6699"]	1435185	1435641	"-"
"TU0-13240"	"ompN"	["G6700"]	1435760	1437013	"-"
"TU0-13241"	"hslJ"	["G6702"]	1441321	1441780	"-"
"TU0-13242"	"ydbH-ynbE-ydbL"	["G6705", "G6704", "G6703"]	1443051	1446206	"+"
"TU0-13244"	"ydbA"	["G6722"]	1465392	1474013	"+"
"TU0-13245"	"insC2D2CD2"	["G6724", "G6723", "G0-10542"]	1467921	1469149	"-"
"TU0-13246"	"insI2"	["G6725"]	1469358	1470509	"+"
"TU0-13248"	"pdxI"	["EG11309"]	1474221	1475081	"+"
"TU0-13249"	"ydbD"	["EG11310"]	1475066	1477450	"+"
"TU0-13250"	"ynbABCD"	["G6730", "G6729", "G6728", "G6727"]	1477597	1482201	"+"
"TU0-13251"	"hrpA"	["G6732"]	1483061	1486963	"+"
"TU0-13252"	"ydcF"	["EG12110"]	1487235	1488035	"+"
"TU0-13253"	"cybB"	["EG10172"]	1490902	1491432	"+"
"TU0-13254"	"ydcA"	["EG11219"]	1491677	1491850	"+"
"TU0-13255"	"hokB"	["G0-9610"]	1491922	1492071	"-"
"TU0-13256"	"mokB"	["G6736"]	1491962	1492129	"-"
"TU0-13257"	"sokB"	["G0-9611"]	1492119	1492174	"+"
"TU0-13258"	"ydcJ"	["G6738"]	1495288	1496631	"+"
"TU0-13259"	"opgD"	["EG12859"]	1496856	1498511	"+"
"TU0-13260"	"ydcH"	["EG12865"]	1498651	1498875	"+"
"TU0-13261"	"ydcL"	["G6742"]	1502457	1503125	"+"
"TU0-13263"	"yncK"	["G0-10557"]	1503218	1503649	"-"
"TU0-13264"	"sutR"	["G6745"]	1506150	1506708	"+"
"TU0-13265"	"rlhA"	["G6746"]	1506781	1508742	"+"
"TU0-13266"	"hicAB"	["G6749", "G0-10451"]	1509221	1509924	"+"
"TU0-13267"	"ydcR"	["G6750"]	1509978	1511409	"+"
"TU0-13268"	"patD"	["G6755"]	1515578	1517002	"+"
"TU0-13269"	"ortT"	["G6756"]	1517389	1517562	"+"
"TU0-13270"	"ydcY"	["G6757"]	1517648	1517881	"+"
"TU0-13271"	"mnaT-ydcZ"	["G6759", "G6758"]	1517882	1518846	"-"
"TU0-13272"	"curA"	["G6760"]	1519027	1520064	"+"
"TU0-13273"	"mcbR"	["G6761"]	1520262	1520927	"+"
"TU0-13274"	"yncG"	["G6765"]	1526228	1526864	"+"
"TU0-13275"	"yncH"	["G6766"]	1526940	1527152	"+"
"TU0-13276"	"rhsE-ydcD"	["EG11760", "EG10010"]	1527890	1530404	"+"
"TU0-13277"	"yncI"	["G6767"]	1530586	1531639	"+"
"TU0-13279"	"ydcC"	["EG11526"]	1531816	1532952	"+"
"TU0-13280"	"pptA"	["EG11761"]	1533052	1533285	"+"
"TU0-13281"	"yddE"	["EG11825"]	1534965	1535858	"-"
"TU0-13283"	"yddLKJ"	["G6773", "G6772", "G6771"]	1544384	1546028	"-"
"TU0-13284"	"yddG"	["EG12713"]	1546288	1547205	"-"
"TU0-13285"	"yddM"	["G6774"]	1552398	1552682	"-"
"TU0-13286"	"adhP"	["G6775"]	1552828	1553838	"-"
"TU0-13287"	"maeA"	["EG10948"]	1553972	1555669	"-"
"TU0-13288"	"digH"	["G6785"]	1567504	1568823	"-"
"TU0-13289"	"pqqL"	["EG11744"]	1572407	1575202	"-"
"TU0-13290"	"yddAB"	["EG11742", "EG11743"]	1575247	1579342	"-"
"TU0-13291"	"ydeM"	["G6787"]	1579633	1580790	"-"
"TU0-13292"	"ydeN"	["G6788"]	1580842	1582524	"-"
"TU0-13293"	"ydeQ"	["G6792"]	1586820	1587764	"-"
"TU0-13294"	"ydeTSR"	["G6795", "G6794", "G6793"]	1587793	1590001	"-"
"TU0-13295"	"yneL"	["G6796"]	1590334	1590536	"-"
"TU0-13297"	"yneO"	["EG11780"]	1592665	1598086	"-"
"TU0-13298"	"lsrK"	["G6798"]	1598617	1600209	"-"
"TU0-13299"	"lsrRK"	["G6798", "G6799"]	1598617	1601257	"-"
"TU0-13300"	"tam"	["G6806"]	1607221	1608104	"+"
"TU0-13301"	"yneE"	["G6807"]	1608108	1609022	"-"
"TU0-13302"	"dgcF"	["G6808"]	1610907	1611854	"-"
"TU0-13303"	"glsB-yneG"	["G6810", "G6809"]	1611966	1613251	"-"
"TU0-13304"	"sad"	["G6811"]	1613315	1614703	"-"
"TU0-13305"	"yneJ"	["G6812"]	1614804	1615685	"+"
"TU0-13306"	"yneK"	["G6813"]	1615763	1616878	"+"
"TU0-13307"	"mgtS"	["G0-8892"]	1622588	1622799	"+"
"TU0-13308"	"dgcZ"	["EG11643"]	1622960	1623879	"-"
"TU0-13310"	"ydfG"	["EG12345"]	1627491	1628263	"+"
"TU0-13311"	"ydfH"	["G6814"]	1628326	1629038	"+"
"TU0-13312"	"ydfZ"	["G6815"]	1629215	1629418	"+"
"TU0-13313"	"ydfI"	["G6816"]	1629453	1630913	"-"
"TU0-13314"	"ydfJ"	["G6817"]	1631002	1632285	"-"
"TU0-13315"	"yntF-ydfK"	["G0-16742", "G6818"]	1632723	1633305	"+"
"TU0-13316"	"pinQ"	["G6819"]	1633622	1634212	"+"
"TU0-13318"	"ynfO-ydfO"	["G6822", "G0-10452"]	1636756	1637457	"+"
"TU0-13319"	"gnsB"	["G6823"]	1637609	1637846	"-"
"TU0-13320"	"ynfN"	["G6824"]	1637954	1638109	"-"
"TU0-13321"	"essQ-ydfR-rrrQ-rzpQ"	["G6829", "G6828", "G6827", "G6826"]	1639030	1640585	"-"
"TU0-13322"	"ydfUT"	["G6831", "G6830"]	1642489	1644304	"-"
"TU0-13323"	"rem"	["EG11129"]	1644651	1644902	"-"
"TU0-13324"	"hokD"	["EG11130"]	1645119	1645274	"-"
"TU0-13325"	"relBE"	["EG10836", "EG11131"]	1645346	1645872	"-"
"TU0-13326"	"ydfV"	["G6832"]	1645897	1646202	"+"
"TU0-13327"	"dicC-ydfXW"	["EG10228", "G6835", "G6834"]	1647174	1647876	"-"
"TU0-13328"	"dicA"	["EG10226"]	1647934	1648341	"+"
"TU0-13329"	"ydfABC"	["EG11302", "EG11301", "EG11300"]	1648438	1649041	"+"
"TU0-13330"	"dicF"	["EG31115"]	1649382	1649434	"+"
"TU0-13331"	"dicB-ydfDE-insD-intQ"	["G6837", "G6836", "EG11304", "EG11303", "EG10227"]	1649597	1652708	"+"
"TU0-13332"	"ynfP"	["G0-10559"]	1652728	1652838	"-"
"TU0-13333"	"rspA-rspB"	["G6839", "G6838"]	1652896	1655141	"-"
"TU0-13334"	"ynfA"	["G6840"]	1655347	1655673	"-"
"TU0-13335"	"ynfB-speG"	["G6842", "G6841"]	1655709	1656744	"+"
"TU0-13336"	"ynfD"	["G6844"]	1657565	1657870	"+"
"TU0-13337"	"clcB"	["G6850"]	1665315	1666571	"+"
"TU0-13338"	"ynfK"	["G6851"]	1666524	1667219	"-"
"TU0-13340"	"ynfL"	["G6853"]	1668699	1669592	"-"
"TU0-13341"	"ynfM"	["G6854"]	1669672	1670952	"+"
"TU0-13342"	"ydgD"	["G6856"]	1671960	1672781	"+"
"TU0-13343"	"mdtUJI"	["G0-17023", "G6858", "G6857"]	1672820	1673779	"-"
"TU0-13344"	"ydgH"	["G6860"]	1678427	1679371	"+"
"TU0-13345"	"ydgI-folM"	["G6862", "G6861"]	1679557	1681698	"+"
"TU0-13346"	"tus"	["EG11038"]	1684259	1685188	"+"
"TU0-13348"	"ydgA"	["G6865"]	1689794	1691360	"+"
"TU0-13349"	"hdhA"	["EG10425"]	1697273	1698122	"-"
"TU0-13350"	"add"	["EG10030"]	1702202	1703234	"+"
"TU0-13351"	"blr"	["G0-9561"]	1704512	1704676	"+"
"TU0-13352"	"cnu"	["G6869"]	1704949	1705164	"+"
"TU0-13353"	"gstA"	["G6878"]	1714327	1714982	"+"
"TU0-13354"	"mliC"	["EG11488"]	1718066	1718395	"-"
"TU0-13355"	"anmK"	["G6880"]	1718493	1719602	"-"
"TU0-13356"	"sodC"	["G6886"]	1724134	1724679	"-"
"TU0-13357"	"ydhF"	["G6887"]	1724736	1725632	"-"
"TU0-13358"	"ydhL"	["G6888"]	1725681	1725920	"-"
"TU0-13359"	"mepH"	["G6892"]	1734357	1735250	"+"
"TU0-13360"	"ydhC"	["EG12141"]	1739911	1741122	"+"
"TU0-13361"	"ydhR"	["G6895"]	1746700	1747005	"+"
"TU0-13362"	"ydhS"	["G6896"]	1747131	1748735	"+"
"TU0-13363"	"ydhXUT"	["G6899", "G6898", "G6897"]	1748747	1751013	"-"
"TU0-13364"	"ydhYVW"	["G6902", "G6901", "G6900"]	1751077	1754477	"-"
"TU0-13365"	"fumD"	["G6903"]	1754932	1755141	"-"
"TU0-13366"	"ldtE"	["G6904"]	1757721	1758725	"-"
"TU0-13367"	"rydB"	["G0-8876"]	1764713	1764780	"-"
"TU0-13368"	"ydiJ-menI-ydiH"	["G6913", "G6912", "G6911"]	1764934	1768685	"-"
"TU0-13369"	"ydiK"	["G6914"]	1769074	1770186	"+"
"TU0-13370"	"rprA"	["G0-8863"]	1770372	1770477	"+"
"TU0-13371"	"ydiL"	["G6915"]	1770615	1770971	"+"
"TU0-13372"	"ydiM"	["G6916"]	1771071	1772285	"+"
"TU0-13373"	"ydiNB-aroD"	["EG10076", "EG11234", "G6917"]	1772512	1775444	"+"
"TU0-13374"	"ydiFO"	["G6918", "EG12432"]	1775587	1778347	"+"
"TU0-13375"	"ppsR"	["EG11132"]	1787445	1788278	"+"
"TU0-13376"	"ydiE"	["EG12391"]	1789613	1789804	"+"
"TU0-13377"	"ydiV"	["G6925"]	1791307	1792087	"-"
"TU0-13378"	"nlpC"	["EG11133"]	1792267	1792731	"-"
"TU0-13379"	"arpB"	["G6926"]	1803094	1804993	"+"
"TU0-13380"	"yniD"	["G0-10453"]	1805165	1805272	"+"
"TU0-13381"	"ydiZ"	["G6929"]	1807400	1807690	"+"
"TU0-13382"	"yniA"	["G6930"]	1807796	1808656	"+"
"TU0-13383"	"hxpB"	["G6932"]	1809326	1810048	"+"
"TU0-13384"	"tcyP"	["G6934"]	1810882	1812325	"+"
"TU0-13385"	"ydjO"	["G6935"]	1812329	1813132	"-"
"TU0-13386"	"nadE"	["EG10663"]	1822302	1823285	"+"
"TU0-13388"	"ydjXYZ-ynjABCD"	["G6951", "G6950", "G6949", "G6948", "G6947", "G6946", "G6945"]	1833401	1839400	"+"
"TU0-13389"	"ynjE"	["G6952"]	1839440	1840774	"+"
"TU0-13390"	"ynjI"	["G6956"]	1843831	1844900	"-"
"TU0-13391"	"sppA"	["EG10968"]	1848837	1850738	"+"
"TU0-13392"	"ydjE"	["EG12369"]	1852621	1853979	"-"
"TU0-13393"	"ydjF"	["G6957"]	1854096	1854854	"-"
"TU0-13394"	"ydjLKJIHG"	["G6963", "G6962", "G6961", "G6960", "G6959", "G6958"]	1854991	1861332	"-"
"TU0-13395"	"yeaC"	["G6964"]	1861702	1861974	"-"
"TU0-13398"	"yeaD"	["G6966"]	1863850	1864734	"+"
"TU0-13399"	"yeaE"	["G6967"]	1864782	1865724	"-"
"TU0-13400"	"mipA"	["G6968"]	1865726	1866506	"-"
"TU0-13401"	"cdgI"	["G6971"]	1870385	1871860	"+"
"TU0-13402"	"dgcJ"	["G6972"]	1872041	1873531	"+"
"TU0-13403"	"yeaK"	["G6973"]	1873574	1874077	"+"
"TU0-13404"	"nimT"	["G6977"]	1875657	1876854	"+"
"TU0-13405"	"yeaO"	["G6978"]	1876909	1877256	"+"
"TU0-13406"	"yeaQ"	["G6981"]	1879007	1879255	"-"
"TU0-13407"	"yeaR-yoaG"	["G6983", "G6982"]	1879403	1879994	"-"
"TU0-13409"	"dmlR"	["G6985"]	1880886	1881809	"-"
"TU0-1341"	"argP"	["EG10490"]	3059703	3060680	"+"
"TU0-13410"	"dmlA"	["G6986"]	1881912	1882997	"+"
"TU0-13411"	"yeaVW"	["G6988", "G6987"]	1883188	1885789	"+"
"TU0-13412"	"yeaX"	["G6989"]	1885845	1886810	"+"
"TU0-13413"	"tsaB-yeaY"	["G6991", "G6990"]	1889951	1891297	"-"
"TU0-13414"	"yoaA"	["G6992"]	1891325	1893235	"-"
"TU0-13415"	"yoaB"	["G6993"]	1893367	1893711	"+"
"TU0-13416"	"yoaC"	["G6994"]	1893966	1894432	"+"
"TU0-13417"	"pabB-nudL"	["EG12693", "EG10683"]	1894805	1896748	"+"
"TU0-13418"	"pdeD"	["G6996"]	1898427	1900025	"+"
"TU0-13419"	"yobD"	["G6998"]	1904801	1905259	"+"
"TU0-1342"	"cbl"	["G7071"]	2059964	2060941	"-"
"TU0-13420"	"mntP"	["G6999"]	1905459	1906254	"+"
"TU0-13421"	"rlmA"	["EG12207"]	1906251	1907060	"-"
"TU0-13422"	"yobF-cspC"	["G7000", "EG12204"]	1907226	1907617	"-"
"TU0-13423"	"yebO"	["G7001"]	1908261	1908548	"-"
"TU0-13425"	"proQ-prc"	["EG12866", "EG10760"]	1912768	1915534	"-"
"TU0-13426"	"msrC"	["G7005"]	1915631	1916128	"-"
"TU0-13427"	"letAB"	["G7007", "G7006"]	1916258	1920143	"+"
"TU0-13428"	"rsmF"	["G7008"]	1920223	1921662	"+"
"TU0-13429"	"yebV"	["G7009"]	1921780	1922016	"+"
"TU0-13430"	"yebW"	["G7010"]	1922121	1922312	"+"
"TU0-13431"	"sdsR"	["G0-8883"]	1923104	1923207	"-"
"TU0-13432"	"yobA-yebZY"	["G7014", "G7013", "G7012"]	1923365	1924969	"-"
"TU0-13433"	"holE"	["EG11505"]	1925108	1925338	"+"
"TU0-13434"	"yobB-exoX"	["G7016", "G7015"]	1925440	1926782	"+"
"TU0-13435"	"ptrB"	["EG11004"]	1926779	1928865	"-"
"TU0-13436"	"yebE"	["EG11806"]	1929048	1929732	"-"
"TU0-13437"	"yebF"	["EG11807"]	1930034	1930390	"-"
"TU0-13438"	"yebG"	["EG11808"]	1930457	1930765	"-"
"TU0-13439"	"yebK"	["EG12860"]	1936652	1937521	"+"
"TU0-13440"	"pykA"	["EG10803"]	1937544	1939091	"+"
"TU0-13441"	"lpxM"	["EG10614"]	1939222	1940193	"-"
"TU0-13442"	"yecDE"	["EG12379", "EG12378"]	1950832	1952213	"+"
"TU0-13443"	"yecN-cmoAB"	["G7021", "G7020", "G7019"]	1952266	1954413	"+"
"TU0-13444"	"argS"	["EG10071"]	1960001	1961843	"+"
"TU0-13445"	"yecT"	["G7026"]	1961935	1962460	"+"
"TU0-13446"	"insA5B5AB5"	["G7030", "G7029", "G0-10539"]	1978518	1979226	"-"
"TU0-13447"	"yecJ"	["G0-10455"]	1987507	1987758	"-"
"TU0-13449"	"ftnA"	["EG10921"]	1988682	1989213	"+"
"TU0-13450"	"yecA"	["EG11139"]	1990954	1991619	"-"
"TU0-13451"	"pgsA"	["EG10706"]	1992269	1992847	"-"
"TU0-13452"	"sdiA"	["EG10935"]	1996110	1996832	"-"
"TU0-13453"	"dcyD-tcyLN"	["G7038", "G7037", "EG12347"]	1997062	1999508	"-"
"TU0-13455"	"yedEF"	["EG11661", "EG11660"]	2008277	2009712	"+"
"TU0-13456"	"yedK"	["EG11662"]	2009821	2010489	"+"
"TU0-13457"	"yedL"	["G7040"]	2010600	2011079	"+"
"TU0-13458"	"yedN"	["G7043"]	2011223	2012351	"-"
"TU0-13460"	"dgcQ"	["G7049"]	2026323	2028017	"-"
"TU0-13461"	"yodC"	["G7050"]	2028188	2028370	"-"
"TU0-13462"	"yedI"	["EG12709"]	2028449	2029366	"-"
"TU0-13463"	"yedRJ"	["G7051", "EG12710"]	2032384	2033421	"-"
"TU0-13464"	"yedS"	["G7052"]	2034051	2035243	"+"
"TU0-13466"	"hchA"	["G7055"]	2035780	2036686	"+"
"TU0-13467"	"hprRS"	["G7057", "G7056"]	2036794	2038823	"-"
"TU0-13468"	"hiuH"	["G7058"]	2038840	2039369	"+"
