"position"	"direction"	"id"	"name"
4067456	"-"	"PM0-45945"	"yihQp6"
4067386	"-"	"PM0-45946"	"yihQp8"
4071684	"+"	"PM0-45947"	"yihVp3"
4071735	"+"	"PM0-45948"	"yihVp4"
4071555	"+"	"PM0-45949"	"yihVp6"
4077203	"+"	"PM0-45950"	"yiiEp5"
4077119	"+"	"PM0-45951"	"yiiEp7"
4077620	"+"	"PM0-45952"	"yiiFp7"
4077585	"+"	"PM0-45953"	"yiiFp8"
4079384	"-"	"PM0-45954"	"fdhEp1"
4084909	"+"	"PM0-45955"	"yiiGp7"
4084904	"+"	"PM0-45956"	"yiiGp8"
4087925	"-"	"PM0-45957"	"frvRp4"
4100807	"+"	"PM0-45958"	"yiiMp4"
4100776	"+"	"PM0-45959"	"yiiMp5"
4103124	"-"	"PM0-45960"	"cpxAp1"
4104455	"+"	"PM0-45961"	"fieFp3"
4104472	"+"	"PM0-45962"	"fieFp4"
4110335	"-"	"PM0-45963"	"yiiQp4"
4113629	"-"	"PM0-45964"	"glpXp2"
4116409	"+"	"PM0-45965"	"zapBp1"
4134112	"+"	"PM0-45966"	"yijEp5"
4135887	"-"	"PM0-45967"	"yijFp5"
4137069	"-"	"PM0-45968"	"gldAp4"
4141903	"+"	"PM0-45969"	"pflDp2"
4141976	"+"	"PM0-45970"	"pflDp3"
4141881	"+"	"PM0-45971"	"pflDp4"
4146452	"-"	"PM0-45972"	"yijOp5"
4148334	"-"	"PM0-45973"	"yijPp9"
4194742	"+"	"PM0-45974"	"nudCp2"
4194737	"+"	"PM0-45975"	"nudCp5"
4197396	"+"	"PM0-45976"	"yjaGp4"
4198534	"+"	"PM0-45977"	"yjaHp1"
4204009	"-"	"PM0-45978"	"purDp1"
4211247	"+"	"PM0-45979"	"yjaAp3"
4211143	"+"	"PM0-45980"	"yjaAp4"
4220652	"-"	"PM0-45981"	"arpAp1"
4220536	"-"	"PM0-45982"	"arpAp8"
4220714	"-"	"PM0-45983"	"arpAp9"
4228332	"+"	"PM0-45984"	"rluFp1"
4228185	"+"	"PM0-45985"	"rluFp6"
4240293	"-"	"PM0-45986"	"xylEp1"
4240283	"-"	"PM0-45987"	"xylEp8"
4258164	"-"	"PM0-45988"	"zurp6"
4258137	"-"	"PM0-45989"	"zurp7"
4258182	"+"	"PM0-45990"	"yjbLp5"
4259681	"+"	"PM0-45991"	"dusAp6"
4259623	"+"	"PM0-45992"	"dusAp9"
4276489	"+"	"PM0-45993"	"yjcDp5"
4276341	"+"	"PM0-45994"	"yjcDp6"
4276337	"+"	"PM0-45995"	"yjcDp7"
4277858	"+"	"PM0-45996"	"yjcEp7"
4277852	"+"	"PM0-45997"	"yjcEp8"
4281129	"-"	"PM0-45998"	"yjcFp6"
4292401	"+"	"PM0-45999"	"gltPp1"
4292330	"+"	"PM0-46000"	"gltPp6"
4292291	"+"	"PM0-46001"	"gltPp8"
4295174	"-"	"PM0-46002"	"yjcOp2"
4295353	"-"	"PM0-46003"	"yjcOp3"
4295157	"-"	"PM0-46004"	"yjcOp4"
4295245	"-"	"PM0-46005"	"yjcOp5"
4299259	"-"	"PM0-46006"	"mdtPp6"
4306018	"-"	"PM0-46007"	"alsKp1"
4306687	"-"	"PM0-46008"	"alsEp2"
4306690	"-"	"PM0-46009"	"alsEp3"
4324859	"-"	"PM0-46010"	"yjdMp5"
4331500	"-"	"PM0-46011"	"basSp4"
4335225	"-"	"PM0-46012"	"adiCp7"
4350413	"+"	"PM0-46013"	"yjdKp3"
4354485	"-"	"PM0-46014"	"yjdLp1"
4354436	"-"	"PM0-46015"	"yjdLp2"
4354540	"-"	"PM0-46016"	"yjdLp3"
4354530	"-"	"PM0-46017"	"yjdLp4"
4372426	"-"	"PM0-46018"	"yjeJp6"
4372392	"-"	"PM0-46019"	"yjeJp7"
4373726	"-"	"PM0-46020"	"epmBp3"
4377496	"-"	"PM0-46021"	"frdDp1"
4377456	"-"	"PM0-46022"	"frdDp2"
4377497	"-"	"PM0-46023"	"frdDp7"
4389589	"-"	"PM0-46024"	"rsgAp12"
4389607	"+"	"PM0-46025"	"ornp5"
4414779	"+"	"PM0-46026"	"yjfPp4"
4414958	"+"	"PM0-46027"	"yjfPp5"
4416585	"-"	"PM0-46028"	"ulaRp5"
4422851	"-"	"PM0-46029"	"yjfYp2"
4425549	"-"	"PM0-46030"	"yjfZp7"
4425540	"-"	"PM0-46031"	"yjfZp8"
4431171	"-"	"PM0-46032"	"ytfFp5"
4431154	"-"	"PM0-46033"	"ytfFp6"
4432105	"+"	"PM0-46034"	"ytfHp5"
4432127	"+"	"PM0-46035"	"ytfHp6"
4435696	"+"	"PM0-46036"	"ytfIp4"
4435725	"+"	"PM0-46037"	"ytfIp9"
4435694	"+"	"PM0-46038"	"ytfIp10"
4435640	"+"	"PM0-46039"	"ytfIp11"
4439344	"-"	"PM0-46040"	"ytfLp3"
4440293	"+"	"PM0-46041"	"tamAp1"
4447840	"+"	"PM0-46042"	"ytfQp6"
4456104	"-"	"PM0-46043"	"yjgAp5"
4456038	"-"	"PM0-46044"	"yjgAp8"
4456088	"-"	"PM0-46045"	"yjgAp9"
4456069	"-"	"PM0-46046"	"yjgAp11"
4472119	"+"	"PM0-46047"	"bdcRp4"
4472857	"+"	"PM0-46048"	"tabAp4"
4472806	"+"	"PM0-46049"	"tabAp5"
4473424	"+"	"PM0-46050"	"yjgLp2"
4477694	"-"	"PM0-46051"	"yjgMp10"
4477709	"+"	"PM0-46052"	"yjgNp3"
4477589	"+"	"PM0-46053"	"yjgNp6"
4477687	"+"	"PM0-46054"	"yjgNp7"
4484211	"+"	"PM0-46055"	"lptFp5"
4484145	"+"	"PM0-46056"	"lptFp6"
4488108	"-"	"PM0-46057"	"yjgRp3"
4494289	"-"	"PM0-46058"	"yjgBp5"
4494372	"-"	"PM0-46059"	"yjgBp8"
4494370	"-"	"PM0-46060"	"yjgBp9"
4494257	"-"	"PM0-46061"	"yjgBp10"
4499081	"+"	"PM0-46062"	"yjgZp1"
4501572	"-"	"PM0-46063"	"insGp6"
4502043	"+"	"PM0-46064"	"yjhBp2"
4502028	"+"	"PM0-46065"	"yjhBp4"
4502029	"+"	"PM0-46066"	"yjhBp5"
4501905	"+"	"PM0-46067"	"yjhBp7"
4506709	"-"	"PM0-46068"	"insIp5"
4509553	"-"	"PM0-46069"	"fecEp3"
4509667	"-"	"PM0-46070"	"fecEp4"
4509662	"-"	"PM0-46071"	"fecEp5"
4516465	"+"	"PM0-46072"	"insAp13"
4516402	"+"	"PM0-46073"	"insAp14"
4518404	"-"	"PM0-46074"	"yjhUp1"
4518563	"-"	"PM0-46075"	"yjhUp8"
4518424	"-"	"PM0-46076"	"yjhUp9"
4522163	"-"	"PM0-46077"	"yjhGp3"
4522249	"-"	"PM0-46078"	"yjhGp4"
4535726	"-"	"PM0-46079"	"nanSp1"
4556340	"-"	"PM0-46080"	"hypTp4"
4557560	"-"	"PM0-46081"	"iadAp3"
4560705	"-"	"PM0-46082"	"yjiJp4"
4561658	"-"	"PM0-46083"	"yjiKp6"
4561753	"-"	"PM0-46084"	"yjiKp7"
4561757	"-"	"PM0-46085"	"yjiKp9"
4562816	"-"	"PM0-46086"	"yjiLp2"
4562825	"-"	"PM0-46087"	"yjiLp3"
4569728	"+"	"PM0-46088"	"yjiSp3"
4569743	"+"	"PM0-46089"	"yjiSp4"
4576085	"-"	"PM0-46090"	"mcrCp5"
4579525	"-"	"PM0-46091"	"hsdSp1"
4587018	"-"	"PM0-46092"	"yjiAp6"
4587071	"-"	"PM0-46093"	"yjiAp7"
4589370	"-"	"PM0-46094"	"yjiYp3"
4592760	"-"	"PM0-46095"	"yjjLp5"
4592867	"-"	"PM0-46096"	"yjjLp6"
4592860	"-"	"PM0-46097"	"yjjLp7"
4592905	"-"	"PM0-46098"	"yjjLp8"
4593970	"-"	"PM0-46099"	"yjjMp4"
4597517	"-"	"PM0-46100"	"opgBp7"
4598360	"-"	"PM0-46101"	"yjjAp1"
4598233	"-"	"PM0-46102"	"yjjAp8"
4604296	"-"	"PM0-46103"	"leuVp2"
4605891	"-"	"PM0-46104"	"rsmCp1"
4605748	"-"	"PM0-46105"	"rsmCp3"
4607367	"+"	"PM0-46106"	"prfCp2"
4607379	"+"	"PM0-46107"	"prfCp4"
4619680	"+"	"PM0-46108"	"yjjJp2"
4619739	"+"	"PM0-46109"	"yjjJp4"
4622261	"-"	"PM0-46110"	"lplAp2"
4628589	"-"	"PM0-46111"	"yjjKp11"
4628723	"+"	"PM0-46112"	"sltp7"
4631796	"-"	"PM0-46113"	"yjjXp5"
4631922	"-"	"PM0-46114"	"yjjXp6"
4638381	"+"	"PM0-46115"	"yjjYp6"
4638921	"+"	"PM0-46116"	"yjtDp6"
4638861	"+"	"PM0-46117"	"yjtDp8"
440692	"+"	"PM0-46120"	"thiIp"
1360752	"+"	"PM0-46121"	"puuCp"
3667574	"+"	"PM0-46122"	"treFp"
1342534	"-"	"PM0-46123"	"yciTp"
2560075	"+"	"PM0-46124"	"yffOp"
3184062	"+"	"PM0-46126"	"insC-5p"
269450	"+"	"PM0-46127"	"insN-1p"
1984172	"-"	"PM0-46128"	"araFp2"
2620999	"+"	"PM0-46129"	"ppkp"
582879	"+"	"PM0-46131"	"appYp2"
3783210	"+"	"PM0-46132"	"gpmMp2"
2817395	"-"	"PM0-46139"	"csrAp1"
2817392	"-"	"PM0-46140"	"csrAp2"
2817220	"-"	"PM0-46141"	"csrAp4"
2817211	"-"	"PM0-46142"	"csrAp5"
3232502	"-"	"PM0-46154"	"higBp"
1903483	"+"	"PM0-46155"	"mntPp"
852287	"-"	"PM0-46156"	"rybAp"
1480928	"-"	"PM0-46157"	"azoRp"
1561225	"-"	"PM0-46159"	"ddpXp2"
1561273	"-"	"PM0-46160"	"ddpXp3"
1994941	"-"	"PM0-46164"	"sdiAp1"
1994891	"-"	"PM0-46165"	"sdiAp3"
1994881	"-"	"PM0-46166"	"sdiAp4"
4221528	"+"	"PM0-46171"	"metHp2"
2717953	"+"	"PM0-46172"	"pkap"
2051590	"+"	"PM0-46175"	"shiAp"
1403775	"-"	"PM0-46176"	"mcaSp"
84154	"+"	"PM0-46177"	"leuOp1"
84304	"+"	"PM0-46179"	"leuOp2"
84024	"-"	"PM0-46180"	"leuLp2"
3921779	"-"	"PM0-46182"	"rsmGp"
3923697	"-"	"PM0-46184"	"mnmGp"
1860264	"+"	"PM0-46185"	"gapAp7"
1860271	"+"	"PM0-46186"	"gapAp6"
1684678	"-"	"PM0-46187"	"fumCp1"
1014880	"+"	"PM0-46188"	"rmfp"
936551	"+"	"PM0-46189"	"lolAp"
4018001	"+"	"PM0-46190"	"esrEp"
4589390	"-"	"PM0-46197"	"yjiYp"
2782840	"-"	"PM0-46199"	"ypjBp"
3710066	"-"	"PM0-46200"	"yhjXp"
1636736	"-"	"PM0-46201"	"cspIp2"
3334855	"-"	"PM0-46203"	"ibaGp"
160751	"-"	"PM0-46206"	"dksAp3"
703063	"+"	"PM0-4621"	"nagEp"
1214729	"-"	"PM0-46215"	"bluFp"
2753608	"+"	"PM0-46217"	"ssrAp"
2516429	"+"	"PM0-46218"	"yfeCp"
793974	"+"	"PM0-46235"	"acrZp"
1645900	"-"	"PM0-46242"	"dicCp"
192814	"+"	"PM0-46254"	"frrp"
1878824	"-"	"PM0-46264"	"leuEp"
3646086	"+"	"PM0-46267"	"agrAp"
3646317	"+"	"PM0-46268"	"agrBp"
1063260	"-"	"PM0-46270"	"cbpAp6"
1063142	"-"	"PM0-46271"	"cbpAp4"
815915	"-"	"PM0-4642"	"ybhKp"
1308547	"-"	"PM0-4643"	"kchp"
1357397	"-"	"PM0-4644"	"puuPp"
2689145	"-"	"PM0-4645"	"glrKp"
2830461	"+"	"PM0-4681"	"norVp"
712165	"+"	"PM0-4684"	"seqAp"
3273304	"+"	"PM0-4701"	"garDp"
2920122	"-"	"PM0-4702"	"gudPp"
765034	"+"	"PM0-4722"	"mngAp"
4311280	"+"	"PM0-4723"	"rpiBp"
182447	"+"	"PM0-4741"	"cdaRp"
4311160	"-"	"PM0-4742"	"alsRp2"
4311155	"-"	"PM0-4744"	"alsRp1"
3576841	"-"	"PM0-4761"	"gntRp2"
3576885	"-"	"PM0-4762"	"gntRp3"
3576903	"-"	"PM0-4763"	"gntRp4"
791400	"-"	"PM0-4785"	"galEp3"
4347114	"-"	"PM0-4802"	"dcuBp2"
1940658	"+"	"PM0-4844"	"znuCp"
3604445	"+"	"PM0-4863"	"zntAp"
604676	"-"	"PM0-4864"	"nfsBp"
1940685	"-"	"PM0-4882"	"znuAp"
4492620	"+"	"PM0-4921"	"idnKp"
4492458	"-"	"PM0-4922"	"idnDp"
365582	"-"	"PM0-4941"	"lacZp3"
365589	"-"	"PM0-4942"	"lacZp2"
365601	"-"	"PM0-4943"	"lacZp4"
3099662	"-"	"PM0-5"	"yggNp2b"
2922546	"-"	"PM0-5001"	"csrBp"
4460861	"-"	"PM0-5023"	"nrdDp"
3904720	"-"	"PM0-5042"	"bglGp"
4049059	"+"	"PM0-5062"	"csrCp"
2788934	"+"	"PM0-5063"	"gabDp2"
3576772	"-"	"PM0-5121"	"gntRp1"
3656265	"+"	"PM0-5141"	"gadEp1"
3654983	"+"	"PM0-5143"	"hdeDp"
4489162	"-"	"PM0-5164"	"idnRp"
3544471	"+"	"PM0-5167"	"gntTp3"
3544468	"+"	"PM0-5168"	"gntTp2"
4549357	"-"	"PM0-5201"	"gntPp"
3542689	"+"	"PM0-5221"	"gntXp"
3865004	"-"	"PM0-5241"	"ibpBp"
4368639	"+"	"PM0-5243"	"groSp"
3242879	"-"	"PM0-5261"	"uxaCp"
1608761	"-"	"PM0-5284"	"uxaBp2"
4552481	"+"	"PM0-5285"	"uxuRp"
3244530	"+"	"PM0-5286"	"exuRp"
4212182	"+"	"PM0-5301"	"metAp2"
4212179	"-"	"PM0-5302"	"yjaBp"
1694176	"-"	"PM0-5321"	"uidAp"
1695099	"-"	"PM0-5322"	"uidRp"
3471707	"-"	"PM0-5361"	"fusAp"
4417950	"+"	"PM0-5402"	"ulaAp"
4417698	"-"	"PM0-5403"	"ulaGp"
2434912	"-"	"PM0-5423"	"usgp"
52588	"-"	"PM0-5426"	"rsmAp"
53416	"-"	"PM0-5441"	"pdxAp"
52034	"-"	"PM0-5442"	"apaGp"
2295666	"-"	"PM0-5501"	"ccmAp"
2458533	"-"	"PM0-5561"	"fadIp"
2217545	"-"	"PM0-5581"	"osmFp"
421719	"+"	"PM0-5642"	"malZp"
499275	"-"	"PM0-5661"	"aesp"
1656027	"+"	"PM0-5721"	"ynfEp"
3316584	"+"	"PM0-5741"	"argGp"
3810600	"-"	"PM0-5762"	"yicRp"
3809198	"-"	"PM0-5763"	"mutMp"
3101010	"+"	"PM0-5801"	"mutYp1"
3100933	"+"	"PM0-5802"	"mutYp2"
3102015	"+"	"PM0-5804"	"yggXp"
4250466	"+"	"PM0-5862"	"ubiCp"
3656368	"+"	"PM0-5982"	"gadEp"
4260839	"+"	"PM0-6041"	"pspGp"
3662887	"+"	"PM0-6061"	"gadYp"
2374909	"-"	"PM0-6143"	"menBp"
2940718	"+"	"PM0-6484"	"gcvBp"
3851360	"+"	"PM0-6541"	"tisBp"
832296	"+"	"PM0-6601"	"dinGp"
3276888	"+"	"PM0-6881"	"kbaZp"
3276725	"-"	"PM0-6882"	"agaRp"
3279911	"+"	"PM0-6883"	"agaSp"
3495815	"+"	"PM0-7"	"cysGp2"
2087988	"+"	"PM0-7141"	"hisLp"
629096	"+"	"PM0-7161"	"cstAp3"
629087	"+"	"PM0-7162"	"cstAp2"
629078	"+"	"PM0-7163"	"cstAp1"
4537951	"-"	"PM0-7183"	"nanCp"
2576610	"+"	"PM0-7261"	"talAp1"
1636836	"-"	"PM0-7321"	"cspIp"
1639739	"-"	"PM0-7322"	"cspBp"
1050528	"+"	"PM0-7323"	"cspGp"
913068	"-"	"PM0-7361"	"hcpp"
3086277	"+"	"PM0-7421"	"galPp"
1554364	"-"	"PM0-7481"	"bdmp"
3806261	"-"	"PM0-7502"	"waaQp1"
3806203	"-"	"PM0-7504"	"rfaQp2"
3806539	"+"	"PM0-7506"	"waaAp1"
3806279	"+"	"PM0-7507"	"waaAp2"
3851280	"-"	"PM0-7521"	"istR-2p"
3851215	"-"	"PM0-7522"	"istR-1p"
2666986	"-"	"PM0-7541"	"hcaRp"
2667004	"+"	"PM0-7542"	"hcaEp"
347695	"-"	"PM0-7561"	"prpRp"
817200	"+"	"PM0-7602"	"moaBp"
2510757	"-"	"PM0-7661"	"mntHp"
3057375	"-"	"PM0-7681"	"rpiAp"
2577330	"+"	"PM0-7682"	"tktBp"
1823008	"-"	"PM0-7701"	"vesp"
1064782	"+"	"PM0-7741"	"agpp"
2507483	"-"	"PM0-7761"	"glkp"
1290628	"+"	"PM0-7781"	"galUp"
136940	"-"	"PM0-7801"	"yacCp"
2004139	"+"	"PM0-7803"	"amyAp"
2744276	"-"	"PM0-7821"	"rpsPp"
2220142	"-"	"PM0-7861"	"bglXp"
4158825	"-"	"PM0-7881"	"sthAp"
1540714	"-"	"PM0-7901"	"narZp"
2481653	"+"	"PM0-7921"	"evgAp2"
2481663	"+"	"PM0-7941"	"evgAp1"
65803	"-"	"PM0-7961"	"polBp"
932441	"+"	"PM0-7962"	"ftsKp3"
531614	"+"	"PM0-7981"	"allAp"
531524	"-"	"PM0-7982"	"allSp"
533131	"+"	"PM0-7983"	"gclp"
4589435	"+"	"PM0-8"	"tsrp1"
545635	"-"	"PM0-8002"	"allDp"
3579134	"+"	"PM0-8042"	"yhhYp"
1634627	"-"	"PM0-8061"	"nohAp"
4603717	"-"	"PM0-8081"	"fhuFp"
1980466	"-"	"PM0-8102"	"otsBp2"
3346443	"+"	"PM0-8161"	"yrbLp"
578144	"-"	"PM0-8163"	"borDp"
1680162	"+"	"PM0-8164"	"rstAp"
1717801	"+"	"PM0-8182"	"slyBp1"
1717772	"+"	"PM0-8183"	"slyBp2"
4633376	"-"	"PM0-8184"	"robp"
702398	"-"	"PM0-8185"	"nagAp"
174921	"-"	"PM0-8186"	"hemLp"
655749	"+"	"PM0-8201"	"pagPp"
882731	"-"	"PM0-8202"	"ybjGp"
584888	"-"	"PM0-8203"	"ompTp"
21210	"-"	"PM0-8222"	"rpsTp1"
21120	"-"	"PM0-8224"	"rpsTp2"
1599484	"+"	"PM0-8241"	"lsrAp"
2152003	"+"	"PM0-8261"	"mdtAp"
2237413	"-"	"PM0-8281"	"mglAp"
1250226	"+"	"PM0-8342"	"dhaRp"
1250167	"-"	"PM0-8361"	"dhaKp"
845854	"-"	"PM0-8381"	"glnQp"
2585497	"+"	"PM0-8401"	"acrDp"
2169757	"-"	"PM0-8424"	"gatR_2p"
4109547	"-"	"PM0-8441"	"tpiAp1"
3070879	"-"	"PM0-8461"	"pgkp1"
1948641	"-"	"PM0-8464"	"aspSp"
2576592	"+"	"PM0-8523"	"talAp2"
3717454	"+"	"PM0-8525"	"yiaGp"
4437534	"+"	"PM0-8526"	"ytfKp"
1524035	"-"	"PM0-8527"	"ansPp1"
1524044	"-"	"PM0-8528"	"ansPp2"
601152	"+"	"PM0-8529"	"phePp"
1113436	"-"	"PM0-8530"	"msyBp"
902992	"-"	"PM0-8541"	"artPp"
899849	"-"	"PM0-8542"	"artJp"
1804347	"+"	"PM0-8561"	"pfkBp2"
1725825	"+"	"PM0-8562"	"gloAp"
903746	"-"	"PM0-8581"	"ybjPp"
3066148	"-"	"PM0-8582"	"yggEp1"
3066207	"-"	"PM0-8583"	"yggEp2"
4010907	"+"	"PM0-8601"	"metEp"
4010878	"-"	"PM0-8603"	"metRp1"
4010860	"-"	"PM0-8604"	"metRp2"
1946209	"-"	"PM0-8621"	"yebCp"
1945463	"-"	"PM0-8622"	"ruvCp"
1946698	"-"	"PM0-8623"	"nudBp"
1944168	"+"	"PM0-8624"	"yebBp2"
1944134	"+"	"PM0-8625"	"yebBp1"
1808194	"+"	"PM0-8641"	"ydjMp"
3719088	"+"	"PM0-8642"	"insKp"
3646005	"-"	"PM0-8643"	"dinQp"
1124745	"+"	"PM0-8661"	"rimJp"
3811875	"+"	"PM0-8701"	"dutp"
1262779	"-"	"PM0-8703"	"lolBp"
1277044	"+"	"PM0-8704"	"narKp2"
484923	"+"	"PM0-8705"	"acrRp"
2039370	"+"	"PM0-8710"	"zinTp"
855009	"-"	"PM0-8714"	"ybisp"
2693789	"+"	"PM0-8715"	"mltFp"
2011117	"-"	"PM0-8720"	"fliEp"
3556290	"+"	"PM0-8721"	"rtcRp"
3411724	"+"	"PM0-8727"	"acrEp"
4349708	"-"	"PM0-8728"	"dcuSp"
919317	"+"	"PM0-8730"	"macBp1"
919560	"+"	"PM0-8731"	"macBp2"
1120281	"-"	"PM0-8732"	"bssSp1"
1120255	"-"	"PM0-8733"	"bssSp2"
1440939	"-"	"PM0-8734"	"ldhAp"
3690696	"-"	"PM0-8735"	"bcsBp"
3809300	"-"	"PM0-8736"	"mutMp2"
517714	"-"	"PM0-8737"	"ybbNp1"
517792	"-"	"PM0-8738"	"ybbNp2"
159151	"-"	"PM0-8743"	"pcnBp1"
159195	"-"	"PM0-8744"	"pcnBp2"
1289443	"+"	"PM0-8746"	"rssBp"
1288329	"+"	"PM0-8749"	"rssAp"
2063898	"-"	"PM0-8750"	"cobUp1"
2063996	"-"	"PM0-8751"	"cobUp2"
197026	"+"	"PM0-8756"	"bamAp2"
715864	"-"	"PM0-8758"	"ybfHp"
1755320	"+"	"PM0-8763"	"lppp2"
741842	"+"	"PM0-8841"	"ybgIp1"
742021	"+"	"PM0-8842"	"ybgIp2"
1703231	"+"	"PM0-8843"	"ydgKp"
1703779	"+"	"PM0-8845"	"rsxAp"
2837451	"+"	"PM0-8848"	"ascFp"
2837309	"-"	"PM0-8849"	"ascGp"
4599638	"-"	"PM0-8856"	"dnaTp"
3538079	"+"	"PM0-8860"	"feoAp"
3723377	"-"	"PM0-8862"	"glyQp"
1590506	"-"	"PM0-8864"	"hipBp"
21383	"+"	"PM0-8866"	"ribFp"
3316197	"-"	"PM0-8873"	"rimPp"
3405373	"+"	"PM0-8875"	"yhdTp"
1800757	"-"	"PM0-8891"	"thrSp"
4178583	"+"	"PM0-8900"	"rplLp"
2176689	"-"	"PM0-8905"	"fbaBp"
1091746	"-"	"PM0-8907"	"pgaAp"
2947178	"+"	"PM0-8908"	"argAp"
1710695	"+"	"PM0-8909"	"tppBp"
1342662	"-"	"PM0-8911"	"yciZp"
553800	"+"	"PM0-8913"	"cysSp"
582790	"+"	"PM0-8915"	"appYp"
176561	"+"	"PM0-8916"	"erpAp"
3543618	"+"	"PM0-8917"	"nfuAp1"
1789278	"-"	"PM0-8918"	"ydiUp"
2301717	"-"	"PM0-8920"	"napFp3"
1185046	"+"	"PM0-8926"	"pepTp"
3635635	"+"	"PM0-8927"	"pitAp"
4404067	"+"	"PM0-8938"	"nsrRp"
4554879	"+"	"PM0-9061"	"iraDp2"
3214775	"+"	"PM0-9094"	"yqjIp"
4014366	"-"	"PM0-9097"	"ysgAp"
1272983	"+"	"PM0-9127"	"ychOp"
3372605	"+"	"PM0-9197"	"dcuDp2"
2974407	"-"	"PM0-9198"	"omrBp"
2974211	"-"	"PM0-9199"	"omrAp"
879876	"+"	"PM0-9218"	"dacCp"
1445521	"+"	"PM0-9231"	"feaBp"
849642	"+"	"PM0-9248"	"ompXp2"
1312015	"+"	"PM0-9249"	"ompWp"
1435145	"+"	"PM0-9260"	"micCp"
3511719	"-"	"PM0-9298"	"trpSp"
3980804	"+"	"PM0-9299"	"aslBp"
1716058	"-"	"PM0-9300"	"pdxHp"
1715293	"-"	"PM0-9301"	"tyrSp1"
4600200	"-"	"PM0-9303"	"yjjBp"
402911	"+"	"PM0-9308"	"adrAp"
532235	"+"	"PM0-9309"	"allRp"
255737	"-"	"PM0-9310"	"pepDp3"
1314116	"-"	"PM0-9320"	"yciGp"
453573	"+"	"PM0-9325"	"bolAp2"
454218	"+"	"PM0-9326"	"tigp"
1647621	"+"	"PM0-9327"	"dicBp"
25014	"+"	"PM0-9328"	"lspAp"
1786408	"+"	"PM0-9329"	"aroHp2"
1798451	"-"	"PM0-9339"	"rpmIp"
2830329	"-"	"PM0-9342"	"norRp"
4117381	"-"	"PM0-9350"	"rraAp"
2912299	"-"	"PM0-9355"	"relAp2"
1143951	"-"	"PM0-9361"	"rnep1"
1143985	"-"	"PM0-9363"	"rnep2"
1144096	"-"	"PM0-9364"	"rnep3"
497255	"+"	"PM0-9365"	"hemHp"
3134425	"-"	"PM0-9366"	"pitBp"
3431708	"-"	"PM0-9369"	"smfp"
3431672	"+"	"PM0-9371"	"defp"
2962242	"-"	"PM0-9373"	"ppdAp"
2860219	"+"	"PM0-9374"	"ygbKp"
794218	"+"	"PM0-9375"	"modAp1"
1840187	"-"	"PM0-9376"	"ynjHp"
1993741	"+"	"PM0-9377"	"yecFp"
4304620	"-"	"PM0-9379"	"yjcSp"
2001896	"+"	"PM0-9381"	"fliDp1"
3632481	"-"	"PM0-9391"	"yhiLp"
480018	"-"	"PM0-9394"	"tomBp1"
1030666	"-"	"PM0-9395"	"yccAp"
1169640	"-"	"PM0-9396"	"ycfSp"
1080530	"+"	"PM0-9399"	"efeU_1p"
1927756	"-"	"PM0-9400"	"yebEp"
1621903	"-"	"PM0-9401"	"ydeHp"
1984823	"+"	"PM0-9403"	"ftnBp2"
3245570	"+"	"PM0-9408"	"yqjAp1"
1439804	"-"	"PM0-9409"	"hslJp"
4233881	"+"	"PM0-9414"	"yjbEp1"
3838040	"-"	"PM0-9416"	"nlpAp"
3303954	"-"	"PM0-9417"	"mtrp1"
3338233	"+"	"PM0-9420"	"yrbGp"
3340248	"+"	"PM0-9421"	"kdsCp1"
3341348	"+"	"PM0-9422"	"lptAp1"
2031673	"+"	"PM0-9468"	"rseXp"
3453553	"+"	"PM0-9512"	"gspCp3"
3453549	"+"	"PM0-9513"	"gspCp2"
3453504	"+"	"PM0-9514"	"gspCp1"
3453517	"-"	"PM0-9515"	"gspAp3"
3453541	"-"	"PM0-9516"	"gspAp1"
3453532	"-"	"PM0-9517"	"gspAp2"
243406	"-"	"PM0-9520"	"fadEp"
400543	"+"	"PM0-9521"	"iraPp1"
491280	"+"	"PM0-9522"	"dnaXp"
1643927	"-"	"PM0-9527"	"relBp"
969865	"+"	"PM0-9538"	"ycaRp"
3399215	"-"	"PM0-9539"	"mreBp2"
3399378	"-"	"PM0-9540"	"mreBp3"
1489530	"-"	"PM0-9545"	"rydCp"
2270334	"+"	"PM0-9546"	"yejAp"
179183	"-"	"PM0-9547"	"mtnp"
179196	"+"	"PM0-9548"	"dgtp1"
179214	"+"	"PM0-9549"	"dgtp2"
21833	"+"	"PM0-9552"	"ileSp1"
22034	"+"	"PM0-9553"	"ileSp2"
3484047	"+"	"PM0-9554"	"crpp3"
3484053	"+"	"PM0-9556"	"crpp2"
28288	"+"	"PM0-9557"	"dapBp2"
3988813	"+"	"PM0-9560"	"cyaAp1"
3988797	"+"	"PM0-9561"	"cyaAp2"
2589582	"+"	"PM0-9564"	"dapEp"
2589269	"+"	"PM0-9565"	"yffBp"
2835447	"-"	"PM0-9566"	"hypFp1"
2836036	"-"	"PM0-9567"	"hypFp2"
2836127	"-"	"PM0-9568"	"hypFp3"
331263	"+"	"PM0-9569"	"yahAp1"
331097	"+"	"PM0-9570"	"yahAp2"
2906696	"-"	"PM0-9574"	"enop1"
2906724	"-"	"PM0-9575"	"enop2"
2906868	"-"	"PM0-9576"	"enop3"
2424859	"-"	"PM0-9577"	"hisJp"
2033804	"+"	"PM0-9579"	"hchAp"
2033654	"+"	"PM0-9580"	"hchAp2"
