"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"ArgP-lysine"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66939.05539999997, 147.1965, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7670_RXN"	"CPLX0-7670"
"ArgP-arginine  DNA binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66939.05539999997, 175.2105, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7671_RXN"	"CPLX0-7671"
"MntR-Mn2+ DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 35276.32440000002, 48.61, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7672_RXN"	"CPLX0-7672"
"K+ channel Kch"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 184101.1648000001, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7674_RXN"	"CPLX0-7674"
"2Fe-2S cluster-containing protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 127636.54560000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7675_RXN"	"CPLX0-7675"
"ZntR-Zn2+ transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 16176.300999999996, 65.38, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7677_RXN"	"CPLX0-7677"
"ZntR-Zn2+ DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 32352.60199999999, 130.76, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7678_RXN"	"CPLX0-7678"
"Zur transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 38498.0902, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7679_RXN"	"CPLX0-7679"
"Zur-Zn2+ DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 38498.0902, 261.52, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7680_RXN"	"CPLX0-7680"
"XapR-xanthosine DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33629.2066, 284.2268, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7681_RXN"	"CPLX0-7681"
"iron-sulfur cluster scaffold protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 41964.96699999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7682_RXN"	"CPLX0-7682"
"mannose isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 284515.9968000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7683_RXN"	"CPLX0-7683"
"L-valine efflux transporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 38141.14219999997, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7684_RXN"	"CPLX0-7684"
"hypoxanthine phosphoribosyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 80432.35319999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7685_RXN"	"CPLX0-7685"
"cell division factor ZapB"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 19253.3932, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7686_RXN"	"CPLX0-7686"
"NAD+-dependent succinate semialdehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 99415.13620000011, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7687_RXN"	"CPLX0-7687"
"succinate-semialdehyde dehydrogenase (NADP+)"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 206847.09720000043, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7688_RXN"	"CPLX0-7688"
"LldR-L-lactose DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 29163.06639999997, 89.0695, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7689_RXN"	"CPLX0-7689"
"isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 242238.44880000045, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7691_RXN"	"CPLX0-7691"
"nucleoside triphosphate pyrophosphohydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 60784.004799999944, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7692_RXN"	"CPLX0-7692"
"NADH:quinone reductase, FMN dependent / NADH-azoreductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 43303.12979999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7693_RXN"	"CPLX0-7693"
"glutaminase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 131568.33479999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7694_RXN"	"CPLX0-7694"
"glutaminase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66958.70419999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7695_RXN"	"CPLX0-7695"
"cell division protein involved in chromosome partitioning"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 340347.9900000013, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7696_RXN"	"CPLX0-7696"
"MukEF complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 204995.7354, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7697_RXN"	"CPLX0-7697"
"MukF dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 101102.9346, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7698_RXN"	"CPLX0-7698"
"MntR-Mn2+"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 17638.16220000001, 24.305, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7701_RXN"	"CPLX0-7701"
"CueR-Cu(I)"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 15231.06399999999, 63.546, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7702_RXN"	"CPLX0-7702"
"lipopolysaccharide ABC transporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 128926.88860000011, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7704_RXN"	"CPLX0-7704"
"Fis DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 22485.809199999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7705_RXN"	"CPLX0-7705"
"NikR-Ni DNA binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 60342.61079999996, 234.84, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7707_RXN"	"CPLX0-7707"
"CueR-Cu+ DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 30462.12799999998, 127.092, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7708_RXN"	"CPLX0-7708"
"glutamate-putrescine ligase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 637760.2788000009, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7709_RXN"	"CPLX0-7709"
"MarR DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 32071.8074, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7710_RXN"	"CPLX0-7710"
"Skp periplasmic chaperone"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 52989.44609999999, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7711_RXN"	"CPLX0-7711"
"GDP-mannose mannosyl hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 36532.708, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7712_RXN"	"CPLX0-7712"
"DsdC DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70658.16579999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7713_RXN"	"CPLX0-7713"
"DsdC-D-serine DNA binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70658.16579999994, 105.0923, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7714_RXN"	"CPLX0-7714"
"IlvY-2-acetolactate DNA binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33169.15529999998, 131.1063, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7715_RXN"	"CPLX0-7715"
"NemR-methylglyoxal"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 22273.26199999998, 72.0626, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7716_RXN"	"CPLX0-7716"
"penicillin-binding protein 1A"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 187197.30900000036, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7717_RXN"	"CPLX0-7717"
"UDP-L-Ara4N formyltransferase / UDP-GlcA C-4\\-decarboxylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 445683.12119999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7718_RXN"	"CPLX0-7718"
"quinolinate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 76451.01999999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7719_RXN"	"CPLX0-7719"
"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 26287.11530000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7720_RXN"	"CPLX0-7720"
"L-rhamnonate dehydratase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 357621.96480000054, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7722_RXN"	"CPLX0-7722"
"2-keto-3-deoxy-L-rhamnonate aldolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 173465.08439999988, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7723_RXN"	"CPLX0-7723"
"formate dehydrogenase formation protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 69464.88259999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7724_RXN"	"CPLX0-7724"
"CRISPR-associated complex for antiviral defense"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 380951.17980000016, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7725_RXN"	"CPLX0-7725"
"23S rRNA m5C1962 methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 88715.47700000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7726_RXN"	"CPLX0-7726"
"16S rRNA m3U1498 methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 53949.84679999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7727_RXN"	"CPLX0-7727"
"tRNA pseudouridine synthase I"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 60805.03999999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7728_RXN"	"CPLX0-7728"
"PaaX-phenylacetyl-CoA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 35294.58479999995, 881.6332, -0.0, -0.0, -0.0]	["m"]	"CPLX0-7729_RXN"	"CPLX0-7729"
"PaaX DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70589.1695999999, -0.0, -0.0, -0.0, -0.0]	["m"]	"CPLX0-7731_RXN"	"CPLX0-7731"
"N-acetylmuramic acid 6-phosphate etherase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 62431.48599999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7732_RXN"	"CPLX0-7732"
"AsnC DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33773.1606, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7733_RXN"	"CPLX0-7733"
"ArsR DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 26509.028999999984, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7734_RXN"	"CPLX0-7734"
"AsnC-L-asparagine"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33773.1606, 132.1182, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7735_RXN"	"CPLX0-7735"
"ArsR-arsenite"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 13254.514499999992, 122.919, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7736_RXN"	"CPLX0-7736"
"ArsR-antimonite"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 13254.514499999992, 169.747, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7739_RXN"	"CPLX0-7739"
"CytR DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 75567.04920000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7740_RXN"	"CPLX0-7740"
"methylmalonyl-CoA mutase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 155689.40340000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7741_RXN"	"CPLX0-7741"
"MprA-2,4-dinitrophenol"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 20558.316899999987, 183.0987, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7742_RXN"	"CPLX0-7742"
"MprA-CCCP"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 20558.316899999987, 204.6195, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7743_RXN"	"CPLX0-7743"
"3-keto-L-gulonate 6-phosphate decarboxylase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47141.83559999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7744_RXN"	"CPLX0-7744"
"MurR DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 124782.57999999981, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7745_RXN"	"CPLX0-7745"
"MurR-MurNAc-6-P"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31195.644999999953, 370.2253, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7746_RXN"	"CPLX0-7746"
"lipid hydroperoxide peroxidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 35660.38120000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7747_RXN"	"CPLX0-7747"
"LsrR-DHPD"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33794.670999999966, 132.1142, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7749_RXN"	"CPLX0-7749"
"LsrR-P-DPD"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33794.670999999966, 210.0773, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7750_RXN"	"CPLX0-7750"
"NsrR-nitric oxide"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 15561.950400000003, 30.006, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7751_RXN"	"CPLX0-7751"
"MetR-L-homocysteine"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 71261.76799999994, 135.1801, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7752_RXN"	"CPLX0-7752"
"purine nucleoside phosphoramidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 26408.2418, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7755_RXN"	"CPLX0-7755"
"NsrR DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31123.900800000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7756_RXN"	"CPLX0-7756"
"HipB antitoxin and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 20032.6602, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7757_RXN"	"CPLX0-7757"
"O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 37748.505000000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7758_RXN"	"CPLX0-7758"
"MetR DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 71261.76799999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7759_RXN"	"CPLX0-7759"
"aconitate hydratase 1"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 195317.27680000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7760_RXN"	"CPLX0-7760"
"bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 186882.86740000016, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7761_RXN"	"CPLX0-7761"
"proofreading thioesterase in enterobactin biosynthesis"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 59868.0488, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7766_RXN"	"CPLX0-7766"
"fructose-1,6-bisphosphatase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68624.38059999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7776_RXN"	"CPLX0-7776"
"DinJ-YafQ antitoxin/toxin complex and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 20255.3524, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7787_RXN"	"CPLX0-7787"
"NAD-dependent dihydropyrimidine dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 178749.40860000017, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7788_RXN"	"CPLX0-7788"
"macrodomain Ter protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 35398.684599999986, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7789_RXN"	"CPLX0-7789"
"RelB-RelE antitoxin/toxin complex and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 81198.50880000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7791_RXN"	"CPLX0-7791"
"succinate semialdehyde reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 124615.89119999985, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7794_RXN"	"CPLX0-7794"
"MetJ-S-adenosylmethionine DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24273.333, 798.8874, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7796_RXN"	"CPLX0-7796"
"FNR DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 55938.202599999946, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7797_RXN"	"CPLX0-7797"
"protein involved in threonylcarbamoyladenosine biosynthesis"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33683.825, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7798_RXN"	"CPLX0-7798"
"protein involved in threonylcarbamoyladenosine biosynthesis"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 50341.24399999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7799_RXN"	"CPLX0-7799"
"protein involved in threonylcarbamoyladenosine biosynthesis"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 72008.42620000007, -0.0, -0.0, -0.0, -0.0]	["e"]	"CPLX0-7800_RXN"	"CPLX0-7800"
"predicted structural protein, ethanolamine utilization microcompartment"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68336.04149999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7801_RXN"	"CPLX0-7801"
"diguanylate cyclase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 67698.46299999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7802_RXN"	"CPLX0-7802"
"aldehyde dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 136272.13020000007, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7805_RXN"	"CPLX0-7805"
"disulfide reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 49027.569599999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7806_RXN"	"CPLX0-7806"
"SdsRQP multidrug efflux system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 166498.41010000015, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7807_RXN"	"CPLX0-7807"
"coproporphyrinogen III oxidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68632.87920000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7808_RXN"	"CPLX0-7808"
"EfeB dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 93501.9436000001, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX0-7810_RXN"	"CPLX0-7810"
"protoporphyrinogen oxidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 84812.89959999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7811_RXN"	"CPLX0-7811"
"conserved DNA-binding protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24021.464200000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7816_RXN"	"CPLX0-7816"
"glutaredoxin 4"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 25747.320199999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7817_RXN"	"CPLX0-7817"
"K+ : H+ antiporter KefC"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135570.91560000018, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7819_RXN"	"CPLX0-7819"
"lipoate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 72147.15920000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-782_RXN"	"CPLX0-782"
"predicted class I aldolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 318895.7989999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7820_RXN"	"CPLX0-7820"
"MqsA-MqsR antitoxin/toxin complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 74351.85820000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7822_RXN"	"CPLX0-7822"
"DosC-DosP complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 143400.1609, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7823_RXN"	"CPLX0-7823"
"Fe-S transport protein in Fe-S cluster assembly"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 26585.996000000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7824_RXN"	"CPLX0-7824"
"dITP/XTP pyrophosphatase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 42063.38159999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7826_RXN"	"CPLX0-7826"
"carboxylate-amine ligase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 83350.13400000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7827_RXN"	"CPLX0-7827"
"predicted structural protein, ethanolamine utilization microcompartment"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 59186.94539999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7835_RXN"	"CPLX0-7835"
"predicted structural protein, ethanolamine utilization microcompartment"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 69872.83560000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7836_RXN"	"CPLX0-7836"
"PEP synthetase regulatory protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 124826.79879999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7837_RXN"	"CPLX0-7837"
"cysteine sulfinate desulfinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 86443.78860000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7838_RXN"	"CPLX0-7838"
"CSD sulfur transfer protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31878.3846, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7839_RXN"	"CPLX0-7839"
"sulfite reductase, flavoprotein subunit complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 529954.6736000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7841_RXN"	"CPLX0-7841"
"formate channel FocA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 154782.61699999982, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7843_RXN"	"CPLX0-7843"
"p-aminobenzoyl-glutamate hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 197496.2748000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7844_RXN"	"CPLX0-7844"
"4-hydroxy-L-threonine phosphate dehydrogenase, NAD-dependent"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70213.13359999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7847_RXN"	"CPLX0-7847"
"L-ascorbate 6-phosphate lactonase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 240308.49719999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7848_RXN"	"CPLX0-7848"
"GadE-RcsB DNA binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 44281.90279999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7852_RXN"	"CPLX0-7852"
"GAP-like protein that activates GTPase activity of Der"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 38116.245400000014, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7853_RXN"	"CPLX0-7853"
"TreR DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 69065.18739999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7854_RXN"	"CPLX0-7854"
"AtoS sensory histidine kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135561.11980000013, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7870_RXN"	"CPLX0-7870"
"phosphoglucose isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 123034.78840000022, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7877_RXN"	"CPLX0-7877"
