ID	Name	Symbol	Type	Coordinate	Length	Direction	Expression	Half life (s)	Product	Splices	(absolute nt position, old, new)	Comments
EG10211	DNA-cytosine methyltransferase	dcm	mRNA	2030341	1419	-	0.0000318139	204.0	EG10211-MONOMER	[]	[]	
EG10212	dipeptidyl carboxypeptidase II	dcp	mRNA	1625404	2046	-	0.0000736210	264.0	EG10212-MONOMER	[]	[]	
EG10213	D-alanine-D-alanine ligase A	ddlA	mRNA	400147	1095	-	0.0000212981	245.99999999999997	DALADALALIGA-MONOMER	[]	[]	
EG10214	D-alanine-D-alanine ligase B	ddlB	mRNA	102233	921	+	0.0002009172	744.0	DALADALALIGB-MONOMER	[]	[]	
EG10215	DeaD	deaD	mRNA	3305882	1890	-	0.0001504236	162.0	EG10215-MONOMER	[]	[]	
EG10216	conserved inner membrane protein	dedA	mRNA	2432763	660	-	0.0000908540	344.81999999999999	EG10216-MONOMER	[]	[]	
EG10217	acetyl-CoA carboxyltransferase	accD	mRNA	2431948	915	-	0.0003795280	300.0	CARBOXYL-TRANSFERASE-BETA-MONOMER	[]	[]	
EG10218	cell division protein DedD	dedD	mRNA	2429706	663	-	0.0000704344	216.0	EG10218-MONOMER	[]	[]	
EG10219	DeoA	deoA	mRNA	4616252	1323	+	0.0000371604	948.0	DEOA-MONOMER	[]	[]	
EG10220	phosphopentomutase	deoB	mRNA	4617626	1224	+	0.0000648806	822.0	PPENTOMUT-MONOMER	[]	[]	
EG10221	deoxyribose-phosphate aldolase	deoC	mRNA	4615346	780	+	0.0000203960	344.81999999999999	DEOXYRIBOSE-P-ALD-MONOMER	[]	[]	
EG10222	purine nucleoside phosphorylase	deoD	mRNA	4618906	720	+	0.0001379722	582.0	DEOD-MONOMER	[]	[]	
EG10223	DeoR DNA-binding transcriptional repressor	deoR	mRNA	881957	759	-	0.0000555315	348.0	PD01196	[]	[]	
EG10224	DgkA	dgkA	mRNA	4254660	369	+	0.0001324116	366.0	DIACYLGLYKIN-MONOMER	[]	[]	
EG10225	deoxyguanosine triphosphate triphosphohydrolase	dgt	mRNA	179237	1518	+	0.0000238642	252.0	DGTPTRIPHYDRO-MONOMER	[]	[]	
EG10226	DicA DNA-binding transcriptional dual regulator	dicA	mRNA	1645958	408	+	0.0002121985	192.0	EG10226-MONOMER	[]	[]	
EG10227	Qin prophage; cell division inhibition protein	dicB	mRNA	1647633	189	+	0.0000056398	540.0	EG10227-MONOMER	[]	[]	
EG10228	Qin prophage; DNA-binding transcriptional regulator for DicB	dicC	mRNA	1645874	231	-	0.0000137008	576.0	EG10228-MONOMER	[]	[]	
EG10229	predicted flagella assembly protein	flk	mRNA	2435972	996	+	0.0000146264	252.0	EG10229-MONOMER	[]	[]	
EG10230	RNA polymerase-binding transcription factor DksA	dksA	mRNA	160604	456	-	0.0002345992	282.0	EG10230-MONOMER	[]	[]	
EG10231	D-lactate dehydrogenase	dld	mRNA	2220207	1716	+	0.0000556394	216.0	DLACTDEHYDROGFAD-MONOMER	[]	[]	
EG10232	dimethyl sulfoxide reductase	dmsA	mRNA	940182	2445	+	0.0000081099	344.81999999999999	DMSA-MONOMER	[]	[]	
EG10233	dimethyl sulfoxide reductase	dmsB	mRNA	942637	618	+	0.0000264152	354.0	DMSB-MONOMER	[]	[]	
EG10234	dimethyl sulfoxide reductase	dmsC	mRNA	943256	864	+	0.0000255857	402.0	DMSC-MONOMER	[]	[]	
EG10235	chromosomal replication initiator protein DnaA; DNA-binding transcriptional dual regulator	dnaA	mRNA	3881752	1404	-	0.0000910783	114.0	PD03831	[]	[]	
EG10236	DnaB	dnaB	mRNA	4262337	1416	+	0.0001356370	210.0	EG10236-MONOMER	[]	[]	
EG10237	chromosome replication; initiation and chain elongation	dnaC	mRNA	4598998	738	-	0.0000411816	288.0	EG10237-MONOMER	[]	[]	
EG10238	DNA polymerase III	dnaE	mRNA	205126	3483	+	0.0002870756	344.81999999999999	EG10238-MONOMER	[]	[]	
EG10239	DNA primase	dnaG	mRNA	3209129	1746	+	0.0001063218	132.0	EG10239-MONOMER	[]	[]	
EG10240	chaperone protein DnaJ	dnaJ	mRNA	14168	1131	+	0.0001897589	150.0	EG10240-MONOMER	[]	[]	
EG10241	chaperone protein DnaK	dnaK	mRNA	12163	1917	+	0.0007515784	144.0	EG10241-MONOMER	[]	[]	
EG10242	DnaN	dnaN	mRNA	3880344	1101	-	0.0001211404	144.0	EG10242-MONOMER	[]	[]	
EG10243	DNA polymerase III	dnaQ	mRNA	236067	732	+	0.0000842717	288.0	EG10243-MONOMER	[]	[]	
EG10244	DnaT	dnaT	mRNA	4599540	540	-	0.0000737255	330.0	EG10244-MONOMER	[]	[]	
EG10245	DNA polymerase III	dnaX	mRNA	491316	1932	+	0.0000879557	150.0	MONOMER0-2383	[[491316, 492599], [492599, 492610]]	[]	
EG10245	DNA polymerase III	dnaX	mRNA	491316	1932	+	0.0001098254	344.81999999999999	EG10245-MONOMER	[]	[]	
EG10246	membrane-bound lytic murein transglycosylase D	mltD	mRNA	233955	1359	-	0.0002433430	132.0	EG10246-MONOMER	[]	[]	
EG10247	AcpS	acpS	mRNA	2699020	381	-	0.0001273282	252.0	HOLO-ACP-SYNTH-MONOMER	[]	[]	
EG10248	dipeptide ABC transporter - periplasmic binding protein	dppA	mRNA	3705728	1608	-	0.0004647928	312.0	DPPA-MONOMER	[]	[]	
EG10249	D-serine ammonia-lyase	dsdA	mRNA	2477224	1329	+	0.0000172600	444.0	DSERDEAM-MONOMER	[]	[]	
EG10250	D-serine transporter	dsdX	mRNA	2475869	1338	+	0.0000032844	344.81999999999999	DSDX-MONOMER	[]	[]	
EG10251	Dut	dut	mRNA	3811955	456	+	0.0001809022	240.0	DUTP-PYROP-MONOMER	[]	[]	
EG10252	evolved &beta;-D-galactosidase	ebgA	mRNA	3220655	3093	+	0.0000339535	344.81999999999999	EG10252-MONOMER	[]	[]	
EG10253	evolved &beta;-D-galactosidase	ebgC	mRNA	3223744	450	+	0.0000055100	450.0	EG10253-MONOMER	[]	[]	
EG10254	EbgR DNA-binding transcriptional repressor	ebgR	mRNA	3219488	984	+	0.0000158353	366.0	PD03254	[]	[]	
EG10255	ecotin monomer; serine protease inhibitor	eco	mRNA	2301927	489	+	0.0000394719	486.0	EG10255-MONOMER	[]	[]	
EG10256	Eda	eda	mRNA	1930780	642	-	0.0001558021	516.0	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	[]	[]	
EG10257	phosphogluconate dehydratase	edd	mRNA	1932628	1812	-	0.0003641462	438.0	PGLUCONDEHYDRAT-MONOMER	[]	[]	
EG10258	Eno	eno	mRNA	2905963	1299	-	0.0013859465	282.0	ENOLASE-MONOMER	[]	[]	
EG10259	EntA	entA	mRNA	627774	747	+	0.0000047192	168.0	ENTA-MONOMER	[]	[]	
EG10260	EntB monomer	entB	mRNA	626917	858	+	0.0000666408	162.0	ENTB-MONOMER	[]	[]	
EG10261	isochorismate synthase 1	entC	mRNA	624108	1176	+	0.0000395950	138.0	ENTC-MONOMER	[]	[]	
EG10262	phosphopantetheinyl transferase	entD	mRNA	609302	621	-	0.0000161523	168.0	ENTD-MONOMER	[]	[]	
EG10263	EntE	entE	mRNA	625293	1611	+	0.0000182514	138.0	ENTE-MONOMER	[]	[]	
EG10264	apo-serine activating enzyme	entF	mRNA	613380	3882	+	0.0000049823	114.0	ENTF-MONOMER	[]	[]	
EG10265	UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC	mRNA	106557	918	+	0.0003215164	402.0	UDPACYLGLCNACDEACETYL-MONOMER	[]	[]	
EG10266	AcrEF-TolC multidrug efflux transport system - membrane fusion protein	acrE	mRNA	3411886	1158	+	0.0000024414	654.0	EG10266-MONOMER	[]	[]	
EG10267	AcrEF-TolC multidrug efflux transport system - permease subunit	acrF	mRNA	3413055	3105	+	0.0000013471	344.81999999999999	ACRF-MONOMER	[]	[]	
EG10268	EnvY DNA-binding transcriptional activator	envY	mRNA	586131	762	-	0.0000057022	474.0	PD00969	[]	[]	
EG10269	EnvZ	envZ	mRNA	3533890	1353	-	0.0000553730	276.0	ENVZ-MONOMER	[]	[]	
EG10270	GTP-binding protein	era	mRNA	2701408	906	-	0.0000417734	174.0	EG10270-MONOMER	[]	[]	
EG10271	TonB energy transducing system - ExbB subunit	exbB	mRNA	3150006	735	-	0.0001895971	282.0	EG10271-MONOMER	[]	[]	
EG10272	tonB energy transducing system - ExbD subunit	exbD	mRNA	3149265	426	-	0.0001173418	114.0	EG10272-MONOMER	[]	[]	
EG10273	FabA	fabA	mRNA	1015693	519	-	0.0002152957	204.0	FABA-MONOMER	[]	[]	
EG10274	FabB	fabB	mRNA	2439627	1221	-	0.0004170272	102.0	FABB-MONOMER	[]	[]	
EG10275	biotin carboxyl carrier protein	accB	mRNA	3403458	471	+	0.0005799832	198.0	BCCP-MONOMER	[]	[]	
EG10276	AccC	accC	mRNA	3403939	1350	+	0.0002525943	156.0	BIOTIN-CARBOXYL-MONOMER	[]	[]	
EG10277	FabH	fabH	mRNA	1147982	954	+	0.0003347181	144.0	FABH-MONOMER	[]	[]	
EG10278	3-ketoacyl-CoA thiolase	fadA	mRNA	4026795	1164	-	0.0000365955	288.0	FADA-MONOMER	[]	[]	
EG10279	dodecenoyl-CoA &delta;-isomerase	fadB	mRNA	4028994	2190	-	0.0000255621	408.0	FADB-MONOMER	[]	[]	
EG10280	long-chain fatty acid outer membrane porin; bacteriophage T2 binding	fadL	mRNA	2459322	1347	+	0.0000358958	258.0	EG10280-MONOMER	[]	[]	
EG10281	FadR DNA-binding transcriptional dual regulator	fadR	mRNA	1234161	720	+	0.0000520751	228.0	PD01520	[]	[]	
EG10282	fructose bisphosphate aldolase monomer	fbaA	mRNA	3069266	1080	-	0.0003158883	432.0	FRUCTBISALD-CLASSII-MONOMER	[]	[]	
EG10283	fructose-1,6-bisphosphatase monomer	fbp	mRNA	4453632	999	-	0.0002003490	336.0	F16B-MONOMER	[]	[]	
EG10284	formate dehydrogenase formation protein	fdhE	mRNA	4079251	930	-	0.0000477436	324.0	EG10284-MONOMER	[]	[]	
EG10285	formate dehydrogenase H	fdhF	mRNA	4297389	2148	-	0.0000275263	344.81999999999999	FORMATEDEHYDROGH-MONOMER	[]	"[140, ""*"", ""U""]"	
EG10286	ferric citrate outer membrane porin FecA	fecA	mRNA	4514700	2325	-	0.0000094115	162.0	EG10286-MONOMER	[]	[]	
EG10287	ferric dicitrate ABC transporter - periplasmic binding protein	fecB	mRNA	4512331	903	-	0.0000069785	276.0	FECB-MONOMER	[]	[]	
EG10288	ferric dicitrate ABC transporter - membrane subunit	fecC	mRNA	4511432	999	-	0.0000427294	354.0	FECC-MONOMER	[]	[]	
EG10289	ferric dicitrate ABC transporter - membrane subunit	fecD	mRNA	4510437	957	-	0.0000037413	420.0	FECD-MONOMER	[]	[]	
EG10290	ferric dicitrate ABC transporter - ATP binding subunit	fecE	mRNA	4509480	768	-	0.0000116050	510.0	FECE-MONOMER	[]	[]	
EG10291	RNA polymerase	fecI	mRNA	4516258	522	-	0.0000279124	150.0	PD00440	[]	[]	
EG10292	regulator for fec operon	fecR	mRNA	4515740	954	-	0.0000045405	144.0	EG10292-MONOMER	[]	[]	
EG10293	ferric enterobactin / colicin B / colicin D outer membrane porin FepA	fepA	mRNA	611717	2241	-	0.0000574384	108.0	EG10293-MONOMER	[]	[]	
EG10294	ferric enterobactin ABC transporter - periplasmic binding protein	fepB	mRNA	623733	957	-	0.0000183239	168.0	FEPB-MONOMER	[]	[]	
EG10295	ferric enterobactin ABC transporter - ATP binding subunit	fepC	mRNA	619422	816	-	0.0000150597	216.0	FEPC-MONOMER	[]	[]	
EG10296	ferric enterobactin ABC transporter - membrane subunit	fepD	mRNA	621412	1005	-	0.0000096779	344.81999999999999	FEPD-MONOMER	[]	[]	
EG10297	ferric enterobactin (enterochelin) transport	fepE	mRNA	617477	1134	+	0.0000240345	306.0	EG10297-MONOMER	[]	[]	
EG10298	ferric enterobactin ABC transporter - membrane subunit	fepG	mRNA	620411	993	-	0.0000053448	360.0	FEPG-MONOMER	[]	[]	
EG10299	enterochelin esterase	fes	mRNA	612038	1125	+	0.0000313401	344.81999999999999	EG10299-MONOMER	[]	[]	
EG10300	protein component of the signal recognition particle (SRP)	ffh	mRNA	2745817	1362	-	0.0001258630	168.0	EG10300-MONOMER	[]	[]	
EG10301	FhlA transcriptional activator	fhlA	mRNA	2852360	2079	+	0.0000430750	180.0	PD02936	[]	[]	
EG10302	ferrichrome / phage / antibiotic outer membrane porin FhuA	fhuA	mRNA	167484	2244	+	0.0000642230	126.0	EG10302-MONOMER	[]	[]	
EG10303	iron (III) hydroxamate ABC transporter - membrane subunit	fhuB	mRNA	171462	1983	+	0.0000559951	264.0	FHUB-MONOMER	[]	[]	
EG10304	iron (III) hydroxamate ABC transporter - ATP binding subunit	fhuC	mRNA	169778	798	+	0.0000931100	264.0	FHUC-MONOMER	[]	[]	
EG10305	iron (III) hydroxamate ABC transporter - periplasmic binding protein	fhuD	mRNA	170575	891	+	0.0000230802	198.0	FHUD-MONOMER	[]	[]	
EG10306	ferric coprogen outer membrane porin FhuE	fhuE	mRNA	1160774	2190	-	0.0000154543	114.0	EG10306-MONOMER	[]	[]	
EG10307	stationary-phase protein with possible role in p-aminobenzoate or folate biosynthesis	fic	mRNA	3489485	603	-	0.0000261758	144.0	EG10307-MONOMER	[]	[]	
EG10308	major type 1 subunit fimbrin (pilin)	fimA	mRNA	4541138	549	+	0.0012068771	378.0	EG10308-MONOMER	[]	[]	
EG10309	regulator for fimA	fimB	mRNA	4538980	603	+	0.0000222895	366.0	EG10309-MONOMER	[]	[]	
EG10310	periplasmic chaperone	fimC	mRNA	4542327	726	+	0.0000570354	222.0	EG10310-MONOMER	[]	[]	
EG10311	outer membrane protein; export and assembly of type 1 fimbriae	fimD	mRNA	4543119	2637	+	0.0000172954	306.0	EG10311-MONOMER	[]	[]	
EG10312	regulator for fimA	fimE	mRNA	4540060	597	+	0.0000315964	444.0	EG10312-MONOMER	[]	[]	
EG10313	fimbrial morphology	fimF	mRNA	4545765	531	+	0.0000254019	264.0	EG10313-MONOMER	[]	[]	
EG10314	fimbrial morphology	fimG	mRNA	4546308	504	+	0.0000386188	294.0	EG10314-MONOMER	[]	[]	
EG10315	minor fimbrial subunit	fimH	mRNA	4546831	903	+	0.0000533025	344.81999999999999	EG10315-MONOMER	[]	[]	
EG10316	UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine <i>N</i>-acyltransferase	lpxD	mRNA	200971	1026	+	0.0004044679	186.0	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO	[]	[]	
EG10317	Fis	fis	mRNA	3409293	297	+	0.0008315760	198.0	PD00196	[]	[]	
EG10318	flavodoxin 1	fldA	mRNA	710688	531	-	0.0004364875	162.0	FLAVODOXIN1-MONOMER	[]	[]	
EG10319	FlhC	flhC	mRNA	1975868	579	-	0.0001871624	306.0	MONOMER0-2488	[]	[]	
EG10320	FlhD	flhD	mRNA	1976221	351	-	0.0004763675	402.0	EG10320-MONOMER	[]	[]	
EG10321	flagellar biosynthesis; flagellin	fliC	mRNA	2001630	1497	-	0.0033298279	486.0	EG10321-MONOMER	[]	[]	
EG10322	flagellar biosynthesis	fliL	mRNA	2017642	465	+	0.0003314320	504.0	EG10322-MONOMER	[]	[]	
EG10323	flagellar motor switch protein FliM	fliM	mRNA	2018111	1005	+	0.0002761315	420.0	FLIM-FLAGELLAR-C-RING-SWITCH	[]	[]	
EG10324	flagellar motor switch protein FliN	fliN	mRNA	2019112	414	+	0.0002361049	732.0	FLIN-FLAGELLAR-C-RING-SWITCH	[]	[]	
EG10325	FNR	fnr	mRNA	1397550	753	-	0.0002213267	408.0	PD00197	[]	[]	
EG10326	dihydrofolate reductase	folA	mRNA	49823	480	+	0.0000966945	372.0	DIHYDROFOLATEREDUCT-MONOMER	[]	[]	
EG10327	bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase	folC	mRNA	2430964	1269	-	0.0001376198	300.0	FOLC-MONOMER	[]	[]	
EG10328	FolD	folD	mRNA	556964	867	-	0.0001529594	192.0	FOLD-MONOMER	[]	[]	
EG10329	formamidopyrimidine DNA glycosylase	mutM	mRNA	3809175	810	-	0.0000546497	336.0	EG10329-MONOMER	[]	[]	
EG10330	fumarate reductase flavoprotein	frdA	mRNA	4380341	1809	-	0.0000719046	372.0	FUM-FLAVO	[]	[]	
EG10331	fumarate reductase iron-sulfur protein	frdB	mRNA	4378540	735	-	0.0000471299	336.0	FUM-FE-S	[]	[]	
EG10332	fumarate reductase membrane protein	frdC	mRNA	4377795	396	-	0.0000185836	504.0	FUM-MEMB1	[]	[]	
EG10333	fumarate reductase membrane protein	frdD	mRNA	4377389	360	-	0.0000318443	498.00000000000006	FUM-MEMB2	[]	[]	
EG10334	riboflavin reductase [NAD(P)H] / FMN reductase	fre	mRNA	4024550	702	+	0.0001869567	156.0	FMNREDUCT-MONOMER	[]	[]	
EG10335	ribosome recycling factor	frr	mRNA	192872	558	+	0.0002774719	162.0	EG10335-MONOMER	[]	[]	
EG10336	fructose PTS permease - FruA subunit	fruA	mRNA	2259432	1692	-	0.0000439635	318.0	FRUA-MONOMER	[]	[]	
EG10337	1-phosphofructokinase monomer	fruK	mRNA	2260387	939	-	0.0000889758	210.0	1-PFK-MONOMER	[]	[]	
EG10338	Cra DNA-binding transcriptional dual regulator	cra	mRNA	88028	1005	+	0.0000450173	344.81999999999999	PD00521	[]	[]	
EG10339	essential cell division protein FtsA	ftsA	mRNA	103982	1263	+	0.0002804393	344.81999999999999	EG10339-MONOMER	[]	[]	
EG10340	cell division protein FtsE	ftsE	mRNA	3600770	669	-	0.0001327404	258.0	FTSE-MONOMER	[]	[]	
EG10341	essential cell division protein FtsI; penicillin-binding protein 3	ftsI	mRNA	91413	1767	+	0.0000952715	354.0	EG10341-MONOMER	[]	[]	
EG10342	essential cell division protein FtsQ	ftsQ	mRNA	103155	831	+	0.0002613887	1374.0	EG10342-MONOMER	[]	[]	
EG10343	16S rRNA m<sup>2</sup>G966 methyltransferase	rsmD	mRNA	3602416	597	+	0.0000643343	300.0	EG10343-MONOMER	[]	[]	
EG10344	essential cell division protein FtsW; lipid II flippase	ftsW	mRNA	98403	1245	+	0.0000962140	344.81999999999999	EG10344-MONOMER	[]	[]	
EG10345	cell division protein FtsX	ftsX	mRNA	3600109	1059	-	0.0000662395	204.0	FTSX-MONOMER	[]	[]	
EG10346	SRP receptor	ftsY	mRNA	3602266	1494	-	0.0002224580	204.0	EG10346-MONOMER	[]	[]	
EG10347	essential cell division protein FtsZ	ftsZ	mRNA	105305	1152	+	0.0003157973	344.81999999999999	EG10347-MONOMER	[]	[]	
EG10348	FucA	fucA	mRNA	2931710	648	-	0.0000148001	344.81999999999999	FUCPALDOL-MONOMER	[]	[]	
EG10349	FucI	fucI	mRNA	2933606	1776	+	0.0000115747	588.0	FUCISOM-MONOMER	[]	[]	
EG10350	L-fuculokinase	fucK	mRNA	2935460	1449	+	0.0000529535	344.81999999999999	FUCULOKIN-MONOMER	[]	[]	
EG10351	L-1,2-propanediol oxidoreductase monomer	fucO	mRNA	2931035	1149	-	0.0000085095	570.0	LACTALDREDUCT-MONOMER	[]	[]	
EG10352	fucose:H+ symporter	fucP	mRNA	2932257	1317	+	0.0000034732	810.0	FUCP-MONOMER	[]	[]	
EG10353	FucR transcriptional activator	fucR	mRNA	2937390	732	+	0.0000407415	288.0	PD00444	[]	[]	
EG10355	L-fucose mutarotase	fucU	mRNA	2936910	423	+	0.0000849816	672.0	EG10355-MONOMER	[]	[]	
EG10356	fumarase A monomer	fumA	mRNA	1686401	1647	-	0.0001546454	342.0	FUMA-MONOMER	[]	[]	
EG10357	fumarase B monomer	fumB	mRNA	4345349	1647	-	0.0000024616	744.0	FUMB-MONOMER	[]	[]	
EG10358	fumarase C monomer	fumC	mRNA	1684612	1404	-	0.0000430969	344.81999999999999	FUMC-MONOMER	[]	[]	
EG10359	Fur	fur	mRNA	709869	447	-	0.0004830695	144.0	PD00260	[]	[]	
EG10360	elongation factor G	fusA	mRNA	3471536	2115	-	0.0032489535	324.0	EG10360-MONOMER	[]	[]	
EG10361	4-aminobutyrate aminotransferase monomer	gabT	mRNA	2790757	1281	+	0.0000363561	828.0	GABATRANSAM-MONOMER	[]	[]	
EG10362	UDP-glucose 4-epimerase monomer	galE	mRNA	791278	1017	-	0.0000839615	270.0	UDPGLUCEPIM-MONOMER	[]	[]	
EG10363	galactokinase	galK	mRNA	789202	1149	-	0.0001802783	282.0	GALACTOKIN-MONOMER	[]	[]	
EG10364	GalR DNA-binding transcriptional dual regulator	galR	mRNA	2974621	1032	+	0.0000392595	336.0	PD03028	[]	[]	
EG10365	GalS DNA-binding transcriptional dual regulator	galS	mRNA	2239690	1041	-	0.0000225289	288.0	PD00261	[]	[]	
EG10366	galactose-1-phosphate uridylyltransferase	galT	mRNA	790252	1047	-	0.0000311142	276.0	GALACTURIDYLYLTRANS-MONOMER	[]	[]	
EG10367	glyceraldehyde 3-phosphate dehydrogenase-A monomer	gapA	mRNA	1860795	996	+	0.0031409828	402.0	GAPDH-A-MONOMER	[]	[]	
EG10368	Epd	epd	mRNA	3071713	1020	-	0.0001785957	168.0	ERYTH4PDEHYDROG-MONOMER	[]	[]	
EG10369	glucose dehydrogenase	gcd	mRNA	141225	2391	-	0.0000580959	344.81999999999999	GLUCDEHYDROG-MONOMER	[]	[]	
EG10370	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	ispG	mRNA	2639826	1119	-	0.0001640249	114.0	EG10370-MONOMER	[]	[]	
EG10371	glycine cleavage system H protein	gcvH	mRNA	3047571	390	-	0.0005122397	360.0	GCVH-MONOMER	[]	[]	
EG10372	GdhA	gdhA	mRNA	1840395	1344	+	0.0007831006	138.0	GDHA-MONOMER	[]	[]	
EG10373	regulatory peptide whose translation enables hokC (gef) expression	mokC	mRNA	16960	210	-	0.0000095160	498.00000000000006	EG10373-MONOMER	[]	[]	
EG10374	&gamma;-glutamyltranspeptidase	ggt	mRNA	3584846	1743	-	0.0000420853	540.0	EG10374-MONOMER	[]	[]	
EG10375	protein involved in a tRNA modification pathway	mnmG	mRNA	3923656	1890	-	0.0000618406	150.0	EG10375-MONOMER	[]	[]	
EG10376	16S rRNA m<sup>7</sup>G527 methyltransferase	rsmG	mRNA	3921703	624	-	0.0000426737	270.0	EG10376-MONOMER	[]	[]	
EG10377	glycogen synthase	glgA	mRNA	3566056	1434	-	0.0001140169	344.81999999999999	GLYCOGENSYN-MONOMER	[]	[]	
EG10378	1,4-&alpha;-glucan branching enzyme	glgB	mRNA	3571525	2187	-	0.0001970983	150.0	GLYCOGEN-BRANCH-MONOMER	[]	[]	
EG10379	GlgC	glgC	mRNA	3567351	1296	-	0.0001712175	282.0	GLUC1PADENYLTRANS-MONOMER	[]	[]	
EG10380	GlgP	glgP	mRNA	3564604	2448	-	0.0001190430	344.81999999999999	GLYCOPHOSPHORYL-MONOMER	[]	[]	
EG10381	glycogen phosphorylase-limit dextrin &alpha;-1,6-glucohydrolase	glgX	mRNA	3569342	1974	-	0.0001382268	138.0	EG10381-MONOMER	[]	[]	
EG10382	GlmS	glmS	mRNA	3911691	1830	-	0.0001792448	168.0	L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER	[]	[]	
EG10383	GlnA	glnA	mRNA	4056057	1410	-	0.0002962831	390.0	GLUTAMINESYN-MONOMER	[]	[]	
EG10384	PII	glnB	mRNA	2685430	339	-	0.0000994208	288.0	PROTEIN-PII	[]	[]	
EG10385	NtrC transcriptional dual regulator	glnG	mRNA	4053301	1410	-	0.0000545553	228.0	PROTEIN-NRI	[]	[]	
EG10386	glutamine ABC transporter - periplasmic binding protein	glnH	mRNA	847227	747	-	0.0009085860	342.0	GLNH-MONOMER	[]	[]	
EG10387	NtrB	glnL	mRNA	4054362	1050	-	0.0000813347	222.0	PROTEIN-NRII	[]	[]	
EG10388	glutamine ABC transporter - membrane subunit	glnP	mRNA	846342	660	-	0.0001840298	264.0	GLNP-MONOMER	[]	[]	
EG10389	glutamine ABC transporter - ATP binding subunit	glnQ	mRNA	845686	723	-	0.0002350157	324.0	GLNQ-MONOMER	[]	[]	
EG10390	glutaminyl-tRNA synthetase	glnS	mRNA	705316	1665	+	0.0002247359	144.0	GLNS-MONOMER	[]	[]	
EG10391	glycerol-3-phosphate dehydrogenase (anaerobic)	glpA	mRNA	2350669	1629	+	0.0000468011	468.0	ANGLYC3PDEHYDROGSUBUNITA-MONOMER	[]	[]	
EG10392	glycerol-3-phosphate dehydrogenase (anaerobic)	glpB	mRNA	2352287	1260	+	0.0000940069	468.0	ANGLYC3PDEHYDROGSUBUNITB-MONOMER	[]	[]	
EG10393	glycerol-3-phosphate dehydrogenase (anaerobic)	glpC	mRNA	2353543	1191	+	0.0000510129	456.0	ANGLYC3PDEHYDROGSUBUNITC-MONOMER	[]	[]	
EG10394	GlpD	glpD	mRNA	3560036	1506	+	0.0005561341	344.81999999999999	AERGLYC3PDEHYDROG-MONOMER	[]	[]	
EG10395	GlpE	glpE	mRNA	3559846	327	-	0.0001148515	210.0	EG10395-MONOMER	[]	[]	
EG10396	GlpF	glpF	mRNA	4116113	846	-	0.0002931167	456.0	GLPF-MONOMER	[]	[]	
EG10397	intramembrane serine protease GlpG	glpG	mRNA	3559475	831	-	0.0001625917	300.0	EG10397-MONOMER	[]	[]	
EG10398	GlpK	glpK	mRNA	4115245	1509	-	0.0001329056	426.0	GLYCEROL-KIN-MONOMER	[]	[]	
EG10399	GlpQ	glpQ	mRNA	2349033	1077	-	0.0000997496	258.0	GLYCPDIESTER-PERI-MONOMER	[]	[]	
EG10400	GlpR DNA-binding transcriptional repressor	glpR	mRNA	3558628	759	-	0.0000350511	234.0	PD03576	[]	[]	
EG10401	glycerol-3-phosphate:phosphate antiporter	glpT	mRNA	2350396	1359	-	0.0002019760	354.0	GLPT-MONOMER	[]	[]	
EG10402	citrate synthase monomer	gltA	mRNA	753691	1284	-	0.0006104179	138.0	CITSYN-MONOMER	[]	[]	
EG10403	glutamate synthase	gltB	mRNA	3352654	4554	+	0.0008074066	114.0	GLUSYNLARGE-MONOMER	[]	[]	
EG10404	glutamate synthase	gltD	mRNA	3357220	1419	+	0.0011236102	168.0	GLUSYNSMALL-MONOMER	[]	[]	
EG10405	glutamate / aspartate : H<sup>+</sup> symporter GltP	gltP	mRNA	4292504	1314	+	0.0000505560	342.0	GLTP-MONOMER	[]	[]	
EG10406	glutamate:sodium symporter	gltS	mRNA	3826688	1206	-	0.0000150142	432.0	GLTS-MONOMER	[]	[]	
EG10407	glutamyl-tRNA synthetase	gltX	mRNA	2518694	1416	-	0.0001541278	168.0	GLURS-MONOMER	[]	[]	
EG10408	GlyA	glyA	mRNA	2683529	1254	-	0.0005446033	156.0	GLYOHMETRANS-MONOMER	[]	[]	
EG10409	glycyl-tRNA synthetase	glyQ	mRNA	3723341	912	-	0.0001489483	138.0	GLYQ-MONOMER	[]	[]	
EG10410	glycyl-tRNA synthetase	glyS	mRNA	3722420	2070	-	0.0003216175	156.0	GLYS-MONOMER	[]	[]	
EG10411	Gnd	gnd	mRNA	2099292	1407	-	0.0005915882	344.81999999999999	6PGLUCONDEHYDROG-MONOMER	[]	[]	
EG10412	glutathione reductase (NADPH)	gor	mRNA	3644322	1353	+	0.0001743485	390.0	GLUTATHIONE-REDUCT-NADPH-MONOMER	[]	[]	
EG10413	Gpp	gpp	mRNA	3962252	1485	-	0.0000395444	180.0	PPPGPPHYDRO-MONOMER	[]	[]	
EG10414	Gpt	gpt	mRNA	255977	459	+	0.0002380404	344.81999999999999	GPT-MONOMER	[]	[]	
